     Depth,      ROP5,      STOR,      SWOB,       RPM,      CRPM,     STICK,      SPPA,      TFLO,      DHAP,     VIB_X,   VIB_LAT,    SHKRSK,      SHKL,    P40H#1,      GR#1,       MSE,       DOC
         m,       m/h,      kN.m,      1000,     c/min,     c/min,     c/min,       psi,   gal/min,       psi,        gn,        gn,          ,          ,     ohm.m,      gAPI,       ksi,    in/rev
    1437.9,   44.2261,   8.04003,   4.63141,   29.9992,   -999.25,   -999.25,   1960.32,   963.443,   -999.25,   -999.25,   0.49966,   -999.25,   -999.25,   0.69973,    27.258,   7.70811,  0.967351
    1438.0,   48.1597,   10.6703,   3.80393,        29,   -999.25,   -999.25,   1961.64,   951.703,      2215,   -999.25,   -999.25,   -999.25,   -999.25,   0.71271,   26.7185,   9.07446,   1.08968
    1438.2,   51.0542,   3.27345,-0.0334651,   29.9992,   -999.25,   -999.25,   1901.16,   934.093,      2215,   -999.25,   -999.25,   -999.25,   -999.25,   0.72568,   24.2923,   2.71165,    1.1167
    1438.4,   47.7084,   9.83797,  -1.67729,        30,        42,        99,   1834.06,   934.078,   -999.25,   -999.25,   -999.25,         0,         0,   0.73865,   21.8661,   8.71478,   1.04349
    1438.5,   43.8974,   2.54894,   -1.0292,        30,   -999.25,   -999.25,   1847.33,   928.204,   -999.25,   -999.25,   -999.25,   -999.25,         0,   0.75163,   19.4379,   2.45164,  0.960136
    1438.7,   41.8765,   9.54496,    5.1543,        29,   -999.25,   -999.25,      1912,   951.703,      2216,   0.12492,   0.49966,   -999.25,         0,  0.740564,   19.8927,   9.34054,  0.947518
    1438.8,   35.0107,   6.45369,  -1.57125,        29,   -999.25,   -999.25,   1843.23,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.729507,   20.3471,    7.5301,  0.792169
    1439.0,   31.0577,   2.24048,    -0.161,   29.9992,        32,        69,   1786.72,   934.093,      2218,   -999.25,   -999.25,         0,         0,   0.71845,   20.8016,   3.05041,   0.67932
    1439.1,   30.5207,   2.61673,  -0.65041,        30,   -999.25,        18,   1777.05,   934.078,   -999.25,   -999.25,   -999.25,         0,   -999.25,  0.649798,   19.0176,   3.62354,  0.667557
    1439.3,   28.2774,   2.69801,  -1.19073,        30,        30,   -999.25,      1770,   934.078,   -999.25,         0,   0.24983,   -999.25,   -999.25,  0.581202,    17.235,   4.03056,  0.618491
    1439.4,   21.2257,   3.83697,  -0.53124,        18,   -999.25,   -999.25,   1802.57,   951.703,      2218,   -999.25,   -999.25,   -999.25,   -999.25,   0.51255,   15.4509,   4.58524,  0.773757
    1439.6,   22.1726,   3.33571,  0.550623,        18,   -999.25,   -999.25,   1839.68,   939.963,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.503108,   15.4856,   3.82012,  0.808275
    1439.7,   23.5801,   7.35886,  -2.06396,        18,   -999.25,   -999.25,   1810.29,   934.083,      2220,   -999.25,   -999.25,   -999.25,   -999.25,  0.479369,   17.4871,   7.91114,  0.859583
    1439.9,   26.0699,   3.10823,  -1.12515,   18.9992,   -999.25,   -999.25,   1830.58,   945.819,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.425443,   15.6258,   3.18892,  0.900367
    1440.0,   27.3421,   3.29464,  -0.76739,        19,   -999.25,   -999.25,   1826.97,   951.703,      2220,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   15.6255,   3.22458,  0.944262
    1440.2,   28.9332,   3.44366,  -2.11956,        19,   -999.25,   -999.25,   1805.02,   951.703,   2220.86,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   15.6252,   3.17941,  0.999213
    1440.3,   32.8959,    4.0805,  -1.22599,        19,   -999.25,   -999.25,   1804.17,   951.703,    2215.6,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   15.6249,   3.31765,   1.13607
    1440.5,   38.5374,   4.41997,  -1.70355,        19,   -999.25,   -999.25,   1795.58,   951.703,   2213.86,   -999.25,   -999.25,   -999.25,         0,   -999.25,   15.6246,   3.06521,   1.33089
    1440.6,    40.957,    2.9828,  -1.50352,        27,   -999.25,   -999.25,   1793.02,   951.703,      2214,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   15.6243,   2.76599,  0.995358
    1440.8,   47.1991,    2.5625,  -1.66503,        29,   -999.25,   -999.25,    1789.2,   945.828,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   13.9255,   2.21281,   1.06795
    1440.9,   110.541,    3.2805,  -2.19526,        29,   -999.25,   -999.25,   1795.34,   945.828,      2215,   -999.25,   -999.25,   -999.25,   -999.25,    0.4791,   12.2267,   1.20422,   2.50115
    1441.1,   99.7188,   2.79299,  -1.42456,        29,        29,   -999.25,   1788.68,   945.828,   -999.25,   -999.25,   -999.25,   -999.25,         0,  0.490054,   14.4455,   1.13922,   2.25629
    1441.2,   89.8475,   3.95806,  -2.28191,        29,   -999.25,   -999.25,   1793.85,   945.828,   -999.25,   -999.25,   -999.25,         0,   -999.25,     0.501,   16.0342,   1.79164,   2.03293
    1441.4,   74.0545,   2.15575,  -1.12737,        29,   -999.25,   -999.25,   1798.22,   945.828,      2219,   -999.25,   -999.25,   -999.25,         0,   0.59993,   17.6242,    1.1855,   1.67559
    1441.6,    62.879,   2.72473,  -1.25769,        29,   -999.25,   -999.25,      1794,   945.828,   -999.25,         0,   0.24983,   -999.25,   -999.25,  0.609144,   19.2129,   1.76646,   1.42273
    1441.7,   56.3388,   2.88776,  -1.53314,        29,   -999.25,   -999.25,   1791.53,   951.698,      2214,   -999.25,   -999.25,   -999.25,         0,  0.618358,   20.8016,    2.0893,   1.27475
    1441.9,   54.2834,   2.72532,   -1.8354,        29,   -999.25,   -999.25,   1798.91,   939.963,      2210,   -999.25,   -999.25,   -999.25,   -999.25,   0.62758,   15.6284,   2.04504,   1.22824
    1442.0,   54.2121,    2.5625,  -1.42471,        29,   -999.25,   -999.25,   1802.35,   951.703,      2220,   -999.25,   -999.25,   -999.25,   -999.25,   0.62758,   18.1205,   1.92666,   1.22663
    1442.2,   54.5144,   2.80634,  -1.97487,        29,   -999.25,   -999.25,   1809.01,   945.833,   -999.25,   -999.25,   -999.25,   -999.25,         0,  0.656477,   15.6263,   2.09653,   1.23347
    1442.3,   56.0027,   4.71672,  -2.29948,        29,   -999.25,   -999.25,   1817.44,   939.958,      2221,   -999.25,   -999.25,   -999.25,   -999.25,    0.6565,   16.2825,   3.43394,   1.26714
    1442.5,   57.6324,   3.44378,  -0.33764,        29,   -999.25,   -999.25,   1831.97,   945.828,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   0.62822,   14.4455,   2.44168,   1.30402
    1442.6,   57.5366,   4.94874,  -0.48194,        29,   -999.25,   -999.25,   1855.46,   939.953,      2217,   -999.25,   -999.25,   -999.25,   -999.25,     0.501,    16.283,   3.51458,   1.30185
    1442.8,   56.5499,    9.1111,   1.26974,        29,   -999.25,   -999.25,   1908.19,   939.953,    2221.5,   -999.25,   -999.25,   -999.25,   -999.25,   0.49005,   18.1205,   6.59261,   1.27953
    1442.9,   60.7618,   10.7503,   2.61285,        29,   -999.25,        75,   1971.02,   945.823,    2222.5,   -999.25,   -999.25,         0,         0,  0.519425,   22.2082,   7.24459,   1.37483
    1443.1,     68.94,   6.32166,    3.9442,        29,   -999.25,   -999.25,   2002.35,   951.698,      2224,   -999.25,   -999.25,   -999.25,   -999.25,    0.5488,   20.8027,   3.76554,   1.55987
    1443.2,   75.8741,   16.6954,   3.79936,        29,   -999.25,   -999.25,   2056.61,   975.183,    2222.5,   -999.25,   -999.25,   -999.25,   -999.25,  0.599889,   22.2351,   9.01229,   1.71676
    1443.4,   75.5661,   11.3482,   3.83277,        29,   -999.25,   -999.25,   2088.15,   957.577,   2222.33,   0.24983,   -999.25,   -999.25,   -999.25,   0.59991,   23.6676,   6.15597,   1.70979
    1443.5,   80.4009,   16.8078,   2.96619,   29.9992,   -999.25,   -999.25,   2076.56,   -999.25,    2223.5,   -999.25,   -999.25,   -999.25,   -999.25,   0.59993,   22.2126,   8.85394,    1.7586
    1443.7,   84.6714,   10.2552,   2.79309,        30,   -999.25,   -999.25,   2037.17,   969.327,    2224.5,   -999.25,   0.99932,   -999.25,         0,   0.40087,   20.8027,   5.13436,   1.85196
    1443.8,   90.8286,   -999.25,   1.74411,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,      2224,   -999.25,   -999.25,   -999.25,   -999.25,  0.375665,   19.9084,      -999,      -999
    1444.0,   96.3643,   18.0053,   1.73808,        30,   -999.25,   -999.25,   2035.68,   969.327,      2226,   -999.25,   -999.25,   -999.25,   -999.25,   0.35046,   19.0141,   7.90995,   2.10771
    1444.1,   107.652,   3.57736, -0.757031,   28.0016,   -999.25,   -999.25,   2005.64,   986.937,      2225,   -999.25,   -999.25,   -999.25,   -999.25,  0.394402,   18.1205,   1.30873,   2.52264
    1444.3,   127.447,   6.73588,  -1.70355,   28.9992,   -999.25,   -999.25,   1988.98,   975.211,      2225,   -999.25,   -999.25,   -999.25,   -999.25,  0.438345,   17.4851,   2.15376,   2.88376
    1444.4,   141.325,   12.2566,  -0.65613,        29,   -999.25,   -999.25,   1970.04,   957.577,      2223,   -999.25,   -999.25,   -999.25,         0,  0.482322,   16.8493,   3.54313,   3.19768
    1444.6,   126.616,   9.45005,   0.75703,        29,   -999.25,   -999.25,      1940,   951.703,      2224,   -999.25,   -999.25,   -999.25,   -999.25,    0.5263,   19.4379,   3.05468,   2.86486
    1444.8,   133.715,   12.0532,     1.867,        29,   -999.25,   -999.25,    2032.7,   951.703,      2223,   -999.25,   -999.25,   -999.25,   -999.25,   0.59993,   17.5311,   3.69323,    3.0255
    1444.9,   167.019,   20.7777,  0.385707,   29.9992,   -999.25,   -999.25,   1946.02,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.574085,   15.6243,   5.26315,   3.65318
    1445.1,   158.627,   1.14108,  0.206952,   28.0016,   -999.25,   -999.25,   1973.11,   934.078,      2228,   -999.25,   -999.25,   -999.25,   -999.25,   0.54824,   10.1971,  0.284846,   3.71713
    1445.2,   153.256,   6.89649,  -0.14219,   28.9992,   -999.25,   -999.25,   1926.04,   963.429,   -999.25,   -999.25,   -999.25,   -999.25,         0,  0.536165,   12.2251,    1.8392,   3.46774
    1445.4,   136.821,   7.07737,  -1.30624,        29,   -999.25,   -999.25,   1889.82,   963.452,    2226.5,   -999.25,   -999.25,   -999.25,   -999.25,   0.52409,   12.2256,   2.10946,   3.09578
    1445.5,   128.386,   2.83706,   -2.3733,        29,   -999.25,   -999.25,   1872.49,   951.712,      2225,   -999.25,   -999.25,   -999.25,   -999.25,   0.57347,   12.2262,   0.89361,   2.90493
    1445.7,   110.192,   2.46788,  -1.77095,        29,        28,   -999.25,   1825.73,   951.703,    2229.5,   -999.25,   -999.25,   -999.25,   -999.25,  0.614969,   12.2267,  0.908317,   2.49325
    1445.8,   95.4437,   1.92569,  -2.39977,        29,   -999.25,       177,   1805.99,   939.963,      2230,   -999.25,   -999.25,         0,   -999.25,    0.6565,   12.2267,  0.814935,   2.15955
    1446.0,   88.1948,   2.49471,  -0.59929,        29,   -999.25,   -999.25,   1801.91,   934.078,      2229,   -999.25,   -999.25,   -999.25,   -999.25,    0.6565,   15.6243,   1.15401,   1.99554
    1446.1,   90.0246,   2.87403,  -1.80387,        29,   -999.25,   -999.25,   1801.73,   934.078,      2230,   -999.25,   -999.25,   -999.25,   -999.25,  0.687475,   13.8143,   1.29776,   2.03694
    1446.3,   83.9443,   3.47041, -0.709748,        29,   -999.25,   -999.25,   1803.06,   934.078,      2230,   0.12492,   0.24983,   -999.25,   -999.25,   0.71845,   12.0043,   1.68733,   1.89936
    1446.4,   74.5866,   2.45403,  -2.15514,        29,   -999.25,   -999.25,   1806.75,   934.078,      2230,   -999.25,   -999.25,   -999.25,   -999.25,  0.735429,   10.1928,   1.33624,   1.68763
    1446.6,    68.417,   2.19643,  -1.58904,        29,   -999.25,   -999.25,   1804.87,   939.953,      2230,   -999.25,   -999.25,   -999.25,   -999.25,  0.752409,   12.8368,   1.30596,   1.54804
    1446.7,   63.4186,   3.78273,  -1.08768,        29,   -999.25,   -999.25,   1808.91,   934.078,      2230,   -999.25,   -999.25,   -999.25,         0,  0.769374,   15.4786,   2.43418,   1.43494
    1446.9,   60.8332,   2.56348,  -1.85779,        29,   -999.25,   -999.25,   1807.25,   934.078,      2232,   -999.25,   -999.25,   -999.25,   -999.25,   0.78634,   18.1205,   1.71517,   1.37644
    1447.0,    57.991,   2.42702,  -1.66872,        29,   -999.25,   -999.25,   1813.36,   934.078,      2232,   -999.25,   -999.25,   -999.25,   -999.25,  0.753893,    17.697,   1.70419,   1.31213
    1447.2,   58.1036,   3.38878,   -1.7044,        29,        29,   -999.25,   1817.36,   934.078,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   0.72142,   17.2731,   2.37748,   1.31468
    1447.3,    59.249,   3.03703,  -0.52035,        29,   -999.25,        21,   1820.71,   939.953,      2232,   -999.25,   -999.25,         0,   -999.25,  0.688947,   16.8493,   2.09358,    1.3406
    1447.5,   59.3442,   2.57642, -0.960347,        29,   -999.25,   -999.25,   1816.84,   945.823,   -999.25,   -999.25,   -999.25,   -999.25,         0,    0.6565,   16.6044,   1.77105,   1.34275
    1447.6,    59.165,   4.37785, -0.467366,        29,   -999.25,   -999.25,   1834.35,   934.088,   -999.25,   0.12492,   0.24983,   -999.25,   -999.25,  0.686736,   16.3594,   3.02334,    1.3387
    1447.8,   55.9098,   2.65878,   -1.3025,        29,   -999.25,   -999.25,   1897.49,   934.078,      2233,   -999.25,   -999.25,   -999.25,   -999.25,  0.680687,   16.1143,   1.93889,   1.26504
    1448.0,   58.6901,   3.60648,  -0.52918,        29,   -999.25,   -999.25,   1862.08,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.674638,   15.8692,    2.5102,   1.32795
    1448.1,   59.9684,    3.5252,  -1.48391,        29,   -999.25,   -999.25,   1850.53,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.668593,   15.6243,   2.39725,   1.35687
    1448.3,   60.7353,   4.31087,  -1.56755,        29,   -999.25,   -999.25,   1852.08,   951.703,      2235,   -999.25,   -999.25,   -999.25,   -999.25,  0.662549,   15.2367,   2.89546,   1.37423
    1448.4,   60.8335,    4.1488,  -1.90096,        29,   -999.25,   -999.25,   1846.87,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,    0.6565,   14.8488,   2.78046,   1.37645
    1448.6,   61.1422,    2.5625,  -1.14605,        29,   -999.25,   -999.25,   1839.58,   951.703,      2236,   -999.25,   -999.25,   -999.25,   -999.25,   0.68676,   14.4609,   1.70877,   1.38343
    1448.7,   61.4699,    2.9828,  -1.42943,        29,   -999.25,   -999.25,   1828.85,   945.828,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   0.68676,   18.1205,   1.97801,   1.39085
    1448.9,   61.3287,   3.40276, -0.899884,        29,        30,        30,   1828.83,   945.828,   -999.25,   -999.25,   -999.25,         0,   -999.25,   -999.25,   15.4636,   2.26475,   1.38765
    1449.0,   61.6986,   2.92895,  -1.80015,        29,   -999.25,   -999.25,   1826.21,   934.088,      2237,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   12.8067,   1.93343,   1.39602
    1449.2,   62.8798,   2.63053, -0.761053,        29,   -999.25,   -999.25,   1832.74,   934.078,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   10.1476,   1.70725,   1.42275
    1449.3,   67.7279,   3.24041,  -2.06462,        29,   -999.25,   -999.25,   1840.54,   945.828,      2240,         0,   -999.25,   -999.25,   -999.25,   -999.25,   7.48857,   1.94756,   1.53244
    1449.5,   64.9643,   2.98301,  -1.02763,        29,   -999.25,   -999.25,   1842.57,   945.828,      2241,   -999.25,   0.24983,   -999.25,   -999.25,   -999.25,   8.65308,   1.87309,   1.46991
    1449.6,   64.0698,   2.75249,  -1.71791,        29,   -999.25,   -999.25,   1839.67,   951.698,   2232.01,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,    9.8176,   1.74934,   1.44967
    1449.8,   63.8328,     3.091,  -1.52051,        29,   -999.25,   -999.25,    1839.8,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,         0,   -999.25,    10.983,   1.97349,   1.44431
    1449.9,   63.8343,   3.80985,   -1.6007,        29,   -999.25,   -999.25,   1850.87,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   12.1485,   2.43353,   1.44435
    1450.1,   63.5741,   2.31964,  -1.38337,        29,   -999.25,   -999.25,   1856.95,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   0.57351,    13.313,   1.48605,   1.43846
    1450.2,   63.5858,   3.67318,  -1.65907,        29,   -999.25,   -999.25,   1852.39,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,         0,   0.57351,   11.7535,   2.35495,   1.43872
    1450.4,   63.3829,   2.71164,  -1.72619,        29,        30,   -999.25,   1856.23,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.615005,   10.1928,   1.74198,   1.43413
    1450.5,   63.4272,   3.49801,  -0.76897,        29,   -999.25,        27,   1851.43,   951.703,   -999.25,   -999.25,   -999.25,         0,   -999.25,    0.6565,   11.3921,   2.25164,   1.43513
    1450.7,   63.1132,   3.25396,  -0.62881,        29,   -999.25,   -999.25,   1850.75,   951.703,      2233,   -999.25,   -999.25,   -999.25,   -999.25,  0.662622,   12.5905,   2.10534,   1.42803
    1450.8,   62.9662,   2.91528,  -0.95374,        29,   -999.25,   -999.25,   1852.87,   951.703,      2234,   -999.25,   -999.25,   -999.25,   -999.25,  0.668744,   13.7889,     1.889,    1.4247
    1451.0,   62.5844,   3.00984,  -0.91669,        29,   -999.25,   -999.25,    1862.3,   945.833,      2233,   0.12492,   0.24983,   -999.25,   -999.25,  0.674866,   14.9873,   1.96248,   1.41606
    1451.2,   62.6929,   2.15643, -0.977401,        29,   -999.25,   -999.25,   1867.47,   951.698,      2236,   -999.25,   -999.25,   -999.25,   -999.25,  0.680993,   16.1867,   1.40227,   1.41852
    1451.3,    60.929,   5.53174,  -1.40553,        29,   -999.25,   -999.25,   1910.49,   945.828,      2233,   -999.25,   -999.25,   -999.25,   -999.25,   0.68712,   15.0349,   3.70615,   1.37861
    1451.5,   59.2349,   3.52674,  -1.25984,        29,   -999.25,   -999.25,   1903.62,   951.698,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.654524,   14.3937,   2.42901,   1.34028
    1451.6,   56.4926,   3.91799,  -1.13749,        29,   -999.25,   -999.25,   1898.25,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,         0,  0.621929,   13.7525,   2.83085,   1.27823
    1451.8,   56.4309,   4.17571,  -1.23265,        29,   -999.25,   -999.25,   1889.69,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.589307,   13.1108,   3.02028,   1.27683
    1451.9,   56.6954,   3.55224,  -1.66001,        29,        30,        30,   1885.28,   951.703,      2236,   -999.25,   -999.25,         0,   -999.25,  0.556686,   12.4691,   2.55477,   1.28282
    1452.1,   56.9742,   4.12123,  -1.25601,        29,   -999.25,   -999.25,   1883.24,   951.703,   2237.67,   -999.25,   -999.25,   -999.25,   -999.25,   0.52409,   11.8278,   2.95224,   1.28913
    1452.2,   57.3724,   2.65857,  -1.48218,        29,   -999.25,   -999.25,   1875.43,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.540555,   11.1866,   1.88843,   1.29814
    1452.4,   57.7699,   3.51157,  -0.92239,        29,   -999.25,   -999.25,   1881.06,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.557032,   12.6029,   2.48141,   1.30713
    1452.5,   58.3551,   4.13525,  -1.75325,        29,   -999.25,   -999.25,   1876.79,   951.703,      2239,   0.12492,   0.24983,   -999.25,   -999.25,   0.57351,   14.0191,   2.89001,   1.32037
    1452.7,   58.8087,   3.18617,  -0.37808,        29,   -999.25,   -999.25,   1891.44,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.555386,   15.4342,   2.21355,   1.33063
    1452.8,   61.1061,   3.60614,  -1.28087,        29,   -999.25,   -999.25,   1900.54,   951.703,      2240,   -999.25,   -999.25,   -999.25,         0,  0.537262,   16.8493,   2.40751,   1.38262
    1453.0,    63.536,   3.44391,  -1.38673,        29,   -999.25,   -999.25,   1891.98,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.519138,   14.5389,    2.2104,    1.4376
    1453.1,   67.7505,   1.50651,  -2.07381,        29,   -999.25,   -999.25,   1885.81,   951.703,      2235,   -999.25,   -999.25,   -999.25,   -999.25,     0.501,   12.2267,  0.900513,   1.53296
    1453.3,   68.5048,   2.69808,  -1.89692,        29,   -999.25,   -999.25,   1899.46,   951.703,      2229,   -999.25,   -999.25,   -999.25,   -999.25,  0.469562,   17.2211,    1.6024,   1.55002
    1453.4,   68.7642,   2.75227,  -1.52608,        29,   -999.25,   -999.25,   1899.56,   951.703,   2236.99,   -999.25,   -999.25,   -999.25,   -999.25,   0.43815,   22.2115,   1.63008,   1.55589
    1453.6,   69.0224,   2.58974,  -1.39451,        29,        29,   -999.25,   1898.46,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   0.43815,   18.9712,   1.52824,   1.56173
    1453.7,   69.0472,   2.31867,  -1.64874,        29,   -999.25,        42,   1895.79,   951.703,      2235,   -999.25,   -999.25,         0,   -999.25,   0.43815,   15.7283,   1.36612,    1.5623
    1453.9,   69.0508,   1.92526,  -1.69761,        29,   -999.25,   -999.25,   1891.39,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,         0,   0.43815,   12.4854,    1.1329,   1.56238
    1454.0,    69.015,   2.27777,  -1.65539,        29,   -999.25,   -999.25,   1898.35,   951.703,      2237,   -999.25,   -999.25,   -999.25,   -999.25,   0.43815,   9.24515,    1.3425,   1.56157
    1454.2,   69.1061,   2.34552, -0.835047,        29,   -999.25,   -999.25,   1901.95,   951.703,      2236,   0.12492,   -999.25,   -999.25,   -999.25,   0.43815,   18.1134,   1.38422,   1.56363
    1454.4,   68.1376,   7.53835,  -1.44104,        29,   -999.25,   -999.25,   1918.53,   951.703,      2244,   -999.25,   0.24983,   -999.25,   -999.25,   0.43815,   19.4798,   4.51735,   1.54171
    1454.5,   67.5591,   2.44047,   -0.5597,        29,   -999.25,   -999.25,   1921.48,   951.703,      2240,   -999.25,   -999.25,   -999.25,   -999.25,   0.40071,   20.8462,    1.4746,   1.52863
    1454.7,   67.5275,   2.84722,  -1.01447,        29,   -999.25,   -999.25,   1915.75,   951.703,      2238,   -999.25,   -999.25,   -999.25,   -999.25,  0.394873,   22.2115,   1.71967,   1.52791
    1454.8,   67.2022,   2.65755,  -1.08951,        29,   -999.25,   -999.25,    1924.1,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.389037,   20.8482,   1.61231,   1.52055
    1455.0,   66.8748,    5.4617, -0.526611,        29,   -999.25,   -999.25,   1948.45,   951.703,      2244,   -999.25,   -999.25,   -999.25,   -999.25,    0.3832,   19.4849,   3.33696,   1.51314
    1455.1,   66.6019,   2.19905, -0.931345,        29,   -999.25,   -999.25,   1932.79,   951.703,      2244,   -999.25,   -999.25,   -999.25,         0,    0.3832,   18.1205,   1.34608,   1.50697
    1455.3,   66.2176,   3.09127,  -1.03487,        29,   -999.25,   -999.25,   1914.61,   951.703,      2236,   -999.25,   -999.25,   -999.25,   -999.25,    0.3832,   18.7795,   1.90438,   1.49827
    1455.4,   65.7997,   2.63066, -0.658032,        29,        30,        33,   1920.98,   951.703,   2242.99,   -999.25,   -999.25,         0,   -999.25,    0.3832,   19.4379,   1.63186,   1.48882
    1455.6,   65.5555,   2.88768,  -1.49409,        29,   -999.25,   -999.25,   1913.82,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.391951,   20.1195,   1.79477,   1.48329
    1455.7,   64.8628,   2.77952,  -1.01997,        29,   -999.25,   -999.25,   1909.86,   951.703,      2240,   -999.25,   -999.25,   -999.25,   -999.25,   0.40071,   20.8016,    1.7478,   1.46762
    1455.9,   65.1441,   3.78273,  -0.44289,        29,   -999.25,   -999.25,   1919.68,   951.703,   -999.25,   0.12492,   -999.25,   -999.25,   -999.25,   0.40071,   21.5184,   2.37227,   1.47398
    1456.0,   64.9413,   3.28108,  -1.66503,        29,   -999.25,   -999.25,   1924.87,   951.703,      2243,   -999.25,   0.24983,   -999.25,   -999.25,   0.40071,   22.2346,   2.05877,   1.46939
    1456.2,   64.4029,   1.81797, -0.974034,        29,   -999.25,   -999.25,   1934.64,   951.703,      2244,   -999.25,   -999.25,   -999.25,         0,  0.488407,   22.9508,   1.15007,   1.45721
    1456.3,   64.0352,   2.03373,  -1.59381,        29,   -999.25,   -999.25,   1925.75,   951.703,      2251,   -999.25,   -999.25,   -999.25,   -999.25,  0.576175,   23.6676,   1.29188,   1.44889
    1456.5,   63.8727,   2.42691,  -0.04136,        29,   -999.25,   -999.25,   1914.65,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.663943,   22.2115,   1.55332,   1.44522
    1456.6,   63.4074,   2.80654,  -1.41755,        29,   -999.25,   -999.25,    1932.8,   951.703,      2240,   -999.25,   -999.25,   -999.25,   -999.25,   0.75164,    21.287,   1.80378,   1.43469
    1456.8,   63.7115,   2.16982,  -1.52367,        29,   -999.25,   -999.25,   1925.05,   951.703,   2247.99,   -999.25,   -999.25,   -999.25,   -999.25,  0.438401,   20.3624,    1.3861,   1.44157
    1456.9,   64.1546,   2.71121,  -1.99721,        29,   -999.25,   -999.25,    1926.7,   951.703,      2249,   -999.25,   -999.25,   -999.25,   -999.25,  0.431941,   19.4379,   1.71954,   1.45159
    1457.1,   64.6699,   2.98258,  -1.15628,        29,        29,        18,   1936.67,   951.703,   -999.25,   -999.25,   -999.25,         0,   -999.25,  0.425475,   20.1316,   1.88084,   1.46325
    1457.2,   65.2719,   2.45403,  -1.76782,        29,   -999.25,   -999.25,   1929.88,   951.703,      2243,   -999.25,   -999.25,   -999.25,   -999.25,   0.41901,   20.8253,   1.52982,   1.47687
    1457.4,   65.7922,   2.25082,  -1.01546,        29,   -999.25,   -999.25,   1937.57,   951.703,      2247,   -999.25,   -999.25,   -999.25,         0,   0.41901,   21.5184,   1.39452,   1.48865
    1457.6,   66.4489,   3.65958,  -1.72069,        29,   -999.25,   -999.25,   1930.27,   951.703,   2233.01,   -999.25,   -999.25,   -999.25,   -999.25,   0.41901,   22.2115,   2.24456,   1.50351
    1457.7,   67.0792,   2.52273,  -1.93428,        29,   -999.25,   -999.25,   1936.55,   951.703,   2247.99,   0.12492,   0.49966,   -999.25,   -999.25,   0.41901,   25.1676,   1.52959,   1.51777
    1457.9,   67.7583,   2.77943,  -0.94045,        29,   -999.25,   -999.25,   1937.51,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,   0.41901,   23.7115,   1.67321,   1.53313
    1458.0,   68.5169,   2.42691,  -1.35519,        29,   -999.25,   -999.25,   1934.86,   951.703,      2239,   -999.25,   -999.25,   -999.25,   -999.25,   0.41901,   22.2565,   1.44255,    1.5503
    1458.2,    69.447,   1.92566,  -1.31142,        29,   -999.25,   -999.25,   1937.44,   951.703,      2244,   -999.25,   -999.25,   -999.25,   -999.25,  0.425387,   20.8016,   1.12824,   1.57134
    1458.3,   69.6131,   2.50826,   -1.0598,        29,   -999.25,   -999.25,   1935.84,   951.703,   -999.25,   -999.25,   -999.25,   -999.25,   -999.25,  0.431768,    20.131,   1.46876,    1.5751
