     Depth,      DCAV,    UCS-CA,    UCS-BD,        GR,      P40H,      WOBA,      RPMS,       TQA,      ROPA,       DOC,       MSE
         m,        in,       psi,       psi,      gapi,     ohm.m,      klbm,     1/min,   klbf.ft,       m/h,    in/rev,       ksi
    5012.0,   8.77841,   -999.25,   14778.6,    35.125,   77.9151,     31.49,       118,     19.05,     17.86, 0.0995763,   254.867
    5013.0,   8.64984,   -999.25,   14144.7,   37.8434,   76.0008,     24.33,       117,     18.41,     13.18, 0.0747505,   328.106
    5014.0,   8.71078,   -999.25,   13876.8,   36.3425,   74.1179,     34.45,       117,     19.71,     23.17,  0.129182,   203.264
    5015.0,   8.68426,   -999.25,   13989.7,    35.341,   75.8743,     29.84,       117,     19.37,      18.1,  0.101777,   253.545
    5016.0,    8.7061,   -999.25,     13300,   36.6415,   74.2405,     31.18,       117,     19.38,     17.02,  0.095704,   269.773
    5017.0,   8.68118,   -999.25,   11801.1,   40.1521,   74.2835,     30.49,       118,     18.97,     13.14, 0.0738866,   342.039
    5018.0,   8.65882,   -999.25,   9942.47,    39.493,   73.2653,     29.93,       117,     19.59,     17.41, 0.0987409,   264.309
    5019.0,   8.66433,   14765.7,   9600.01,   37.8491,   71.0663,     25.49,       118,     19.06,     16.67, 0.0937359,   270.889
    5020.0,    8.7215,   -999.25,   10632.1,   37.7902,   68.0984,     17.25,       117,     18.17,      5.56, 0.0309991,   780.873
    5021.0,   8.80117,   4680.77,   12068.2,   34.3996,   68.7439,     22.36,       118,     18.51,     19.31,  0.108581,   227.106
    5022.0,   8.74344,   3225.41,   12882.1,   40.2736,   66.5041,     22.62,       118,     18.54,     10.48,   0.05843,   422.716
    5023.0,   8.84711,   3633.13,   12815.8,   42.9476,   64.0004,     22.31,       117,     17.69,     12.28, 0.0684657,   344.215
    5024.0,   8.77428,   4629.42,   13149.8,   44.7023,   61.9861,     26.19,       118,     17.16,      8.42, 0.0469447,   486.974
    5025.0,   8.79032,   3409.46,   13019.9,   36.4889,   60.3829,     18.34,       118,     17.85,     15.71, 0.0875892,   271.495
    5026.0,   8.81858,   3355.05,   14374.5,   38.4141,   61.8497,     20.42,       118,     17.51,     17.18,  0.095785,   243.536
    5027.0,   8.92596,   -999.25,   15029.5,   37.8067,   58.9418,     24.34,       118,     17.79,     12.98, 0.0723684,   327.493
    5028.0,    9.1172,   3634.48,     17987,   52.2166,   57.4477,      23.2,       118,     17.79,     12.97, 0.0729307,   324.968
    5029.0,   8.87462,   3304.76,   17220.8,   44.6503,    59.116,     22.42,       118,     17.92,     12.83, 0.0721435,   330.914
    5030.0,   8.86433,   3373.04,   16098.9,   45.7037,   61.5514,     22.59,       117,     17.95,      9.83,  0.054806,   436.326
    5031.0,   9.02003,   -999.25,   18511.1,   62.9881,   66.6377,     23.56,       117,     18.17,      9.95, 0.0559492,   432.649
    5032.0,   9.09813,   -999.25,   20815.3,   66.1797,   76.1952,     17.94,       118,     17.99,      8.87, 0.0498763,    480.52
    5033.0,   9.36828,   -999.25,     16163,   91.9059,   80.0619,     20.66,       118,     15.93,      5.74, 0.0320027,   663.138
    5034.0,   8.57077,   -999.25,   12856.8,   117.148,   51.1866,     21.86,       118,     17.19,      7.08, 0.0394737,   580.154
    5035.0,    8.6631,    3935.7,   12077.5,   55.3962,   89.1952,     16.92,       118,      18.2,      9.13, 0.0509032,   476.322
    5036.0,   8.75464,   4105.49,   12497.7,   37.4091,   90.0568,     15.76,       118,      17.5,     11.21,    0.0625,   373.021
    5037.0,   8.78279,   3618.46,   13526.7,   34.3257,   89.6099,     18.89,       118,     18.27,     16.17, 0.0909244,    267.69
    5038.0,   8.74836,   4533.52,   13354.6,   31.0827,   100.523,     16.53,       117,     17.82,      9.18,  0.051182,   463.837
    5039.0,   8.75448,   3697.32,   14614.8,   29.7423,   108.616,     20.82,       117,     18.31,      7.38, 0.0411463,   592.833
    5040.0,   8.80037,   3829.93,   17035.4,   37.7859,   129.772,     19.55,       118,     17.32,      8.04, 0.0452092,   510.383
    5041.0,   8.65646,   3556.05,   15498.8,    56.326,    118.27,     18.55,       118,     16.94,      6.47, 0.0357696,    630.92
    5042.0,    8.7373,   5066.44,   13602.6,   46.0599,   131.166,     20.45,       118,     17.55,     10.14, 0.0560593,   417.066
    5043.0,   8.82515,   3987.37,   14837.5,   39.4588,   126.589,     21.55,       118,     18.14,     12.94,  0.072762,   332.129
    5044.0,   8.95445,   3660.82,   21637.3,   51.5307,   129.702,     22.58,       117,     18.17,     13.69, 0.0769793,   314.453
    5045.0,   8.69476,   -999.25,   14782.1,   46.0055,   125.699,     19.08,       118,     16.57,      5.16,  0.028769,   767.314
    5046.0,   8.65321,   3928.57,     13990,   40.5193,   119.872,     19.94,       118,     17.56,      7.78, 0.0433764,   539.318
    5047.0,   8.68153,      2961,   13596.3,     47.65,   106.204,     21.01,       118,     17.35,     10.11, 0.0563671,   410.061
    5048.0,   8.65072,   -999.25,     13238,   44.1985,   99.2223,      21.5,       118,     17.38,      8.67,  0.049172,   470.876
    5049.0,   8.60657,   -999.25,   11242.6,   29.2547,   91.4366,     23.44,       118,     17.49,      8.84, 0.0492864,   472.757
    5050.0,    8.6052,   -999.25,     10663,   31.7733,   85.3404,     21.58,       117,     18.41,      5.58, 0.0313765,   781.671
    5051.0,   8.79775,   6300.99,   13887.8,   32.5236,   81.8457,     22.96,       117,     17.77,      6.54, 0.0367746,   643.745
    5052.0,   8.73016,   -999.25,   13946.7,   34.6341,   82.1536,     21.78,       118,      16.8,      6.78, 0.0378011,   592.079
    5053.0,    8.7597,   -999.25,     14213,   36.9601,   80.1563,     24.69,       118,     17.24,      6.58,  0.036686,   626.054
    5054.0,   8.74154,   -999.25,   12267.6,   37.5529,    75.325,     20.88,       118,        17,      6.91, 0.0382021,   592.838
    5055.0,   8.74487,   -999.25,   14099.1,   38.2067,   71.8176,     17.91,       117,     17.81,      6.16, 0.0343443,    690.85
    5056.0,   8.63561,   -999.25,     10542,   32.9418,   69.7537,     19.83,       118,     17.58,      7.66, 0.0430724,   543.744
    5057.0,   8.70758,   -999.25,   10210.4,   36.8429,   67.7897,     20.84,       117,     18.14,      6.49, 0.0361842,   667.872
    5058.0,   8.84907,   -999.25,   12312.7,   44.4799,   69.7262,     14.43,       118,     16.78,      6.45, 0.0362686,   616.363
    5059.0,   8.98766,   3473.77,   15742.7,    52.271,   67.0468,     16.87,       117,     16.87,      5.45, 0.0303858,   739.638
    5060.0,   9.05742,   5878.72,   12614.7,   130.813,   55.5991,     19.46,       117,     18.12,     14.85,  0.083502,   289.092
    5061.0,   8.74332,   -999.25,   20729.5,   62.7065,   75.1987,     25.35,       118,     16.95,      6.06, 0.0340756,   662.676
    5062.0,   8.82871,   7478.38,   25048.1,   103.146,   71.7738,     21.78,       118,     16.86,      5.55, 0.0312078,   719.729
    5063.0,    8.5201,   -999.25,   17650.4,   124.186,   68.1152,     17.25,       118,     16.52,      7.07, 0.0397548,   553.598
    5064.0,   8.81078,   2574.65,   19905.6,   107.351,    66.466,     17.85,       118,     17.08,      8.59, 0.0483018,   471.085
    5065.0,   8.93884,   2818.17,     20082,   114.345,   55.3904,     19.83,       117,     17.27,      5.92, 0.0332883,   691.154
    5066.0,   8.86284,   4814.33,     20082,    95.506,   42.1837,     19.57,       118,     16.45,      5.09, 0.0283787,   772.233
    5067.0,   8.70805,   3259.06,     20082,   104.884,   37.0705,     23.22,       118,     16.93,      3.33,  0.018566,   1214.82
    5068.0,   8.78728,   3405.73,     20082,   102.938,   35.6637,     18.55,       117,     19.19,      8.43, 0.0474022,   539.326
    5069.0,   8.85925,   2822.07,     20082,    74.469,   38.1802,      19.1,       117,     19.31,      6.45, 0.0362686,   709.295
    5070.0,   8.71383,   3185.69,     20082,    86.381,   38.2192,     15.13,        80,     15.13,      3.47, 0.0285362,   706.346
    5071.0,    8.7084,   3884.09,   25034.6,   66.4129,   41.4514,     21.13,        80,     15.27,       2.7, 0.0222039,   916.186
    5072.0,   8.66567,   3552.01,   25034.6,   68.2385,   47.3141,     19.78,        80,      15.1,      3.32, 0.0273026,   736.796
    5073.0,   8.63871,   -999.25,   25034.6,   112.838,   49.7468,        20,        80,     14.78,      2.94, 0.0244837,   804.216
    5074.0,   8.60318,   3451.77,   13856.2,    145.58,   32.1788,     23.93,        80,     19.33,      3.84, 0.0311891,   825.665
    5075.0,   8.59982,   -999.25,   13856.2,   142.006,   27.8917,     23.45,        80,      16.5,      8.68, 0.0722851,   304.095
    5076.0,   8.70029,   3639.33,   17965.7,   111.641,   38.7552,     23.29,        80,     17.06,      8.58, 0.0696881,   326.133
    5077.0,   8.75354,   5021.02,   16419.1,   97.9152,      72.7,     13.95,        80,     15.22,      6.11, 0.0502467,   403.536
    5078.0,    8.8225,   4196.56,   18185.9,   54.1559,   146.616,     21.59,        80,     17.25,       5.7, 0.0462963,   496.384
    5079.0,   8.69458,   5837.24,     19763,   27.2154,   137.093,     25.64,       101,     16.87,      0.97,0.00638158,   3521.78
    5080.0,   8.80012,   -999.25,   21358.4,   19.3307,   118.272,     26.07,        81,     15.62,      2.69, 0.0218486,   952.428
    5081.0,   8.80093,   5037.13,   19656.8,   46.2443,   117.544,     26.07,        81,     15.82,      2.91, 0.0236355,   891.696
    5082.0,    8.6095,   3853.08,   18047.7,   67.7057,   75.9442,     23.52,        81,     17.44,         7, 0.0568551,    408.65
    5083.0,   8.72095,   2974.64,   14947.4,   76.2746,   55.9462,     22.81,        89,     16.12,      8.66, 0.0640154,   335.471
    5084.0,   8.67299,      3159,   15952.9,   95.7616,    48.048,     30.18,        89,     16.98,      8.16, 0.0610048,   370.808
    5085.0,   8.76088,   3173.07,   15012.1,   83.2301,   48.1481,     24.05,        89,     16.94,       8.1, 0.0605562,   372.674
    5086.0,   8.77354,   4048.35,   13971.1,   53.8117,    56.049,     24.78,        89,     16.89,      6.03, 0.0445742,   504.802
    5087.0,   8.91967,   3176.22,     20082,   94.5186,   60.7504,     25.22,        89,        16,      5.46, 0.0408194,    522.19
    5088.0,   8.50655,   2751.65,   10148.6,   97.2689,   54.6055,     24.65,        89,     17.67,      7.84, 0.0586124,   401.626
    5089.0,    8.4655,   3807.99,   9006.63,   67.4213,   128.125,     23.14,        89,     16.14,      7.19,  0.053753,   400.014
    5090.0,   8.65541,   4009.13,   10780.5,    27.194,   115.398,      24.6,        89,     16.49,      6.31,  0.046644,   470.977
    5091.0,   8.71423,   4025.79,   11359.5,   26.0416,   91.4788,      20.2,        89,     16.11,       5.3, 0.0396232,   541.652
    5092.0,    8.6883,   3878.93,   11118.8,   25.2902,   83.6999,     24.96,        89,     17.26,      5.55, 0.0405702,   566.772
    5093.0,   8.72905,   3967.32,     11794,   25.2424,   79.8268,      25.1,        89,     17.28,      5.63, 0.0420903,   546.936
    5094.0,    8.8053,   3537.85,   12400.7,   27.8807,   79.5058,     24.41,        89,     16.19,       5.4, 0.0399172,   540.333
    5095.0,   8.72894,   3550.94,   12607.5,   28.5312,   80.3568,     27.07,        89,     16.54,      5.73, 0.0423566,   520.223
    5096.0,   8.73981,   3567.68,   13073.7,   28.4281,   82.0722,     24.71,        89,     15.93,      4.92, 0.0359649,   590.081
    5097.0,   8.67082,   3408.36,   12479.8,    27.731,   81.2701,     23.95,        88,      15.7,      4.13, 0.0308762,   677.408
    5098.0,   8.63815,   3323.94,   13386.1,   28.5288,   80.9027,     23.91,        90,      15.8,      4.16, 0.0304094,   692.189
    5099.0,   8.72776,   3069.39,   13147.1,   26.5527,   90.4623,     28.37,        90,     16.33,      3.99, 0.0291667,   745.889
    5100.0,   8.80983,   -999.25,   12652.7,   25.3431,   93.3148,     27.37,        90,     16.23,      4.57, 0.0337818,   640.045
    5101.0,   8.82251,   -999.25,   12637.7,   23.5277,   93.2683,     23.98,        90,     16.38,      5.17, 0.0377924,    577.41
    5102.0,   8.91125,   -999.25,   15373.6,   36.2805,   114.151,     25.96,        90,     15.98,      4.73,  0.034576,    615.71
    5103.0,   9.01054,   -999.25,   20740.5,   42.5813,   113.356,     26.31,        90,     16.05,      4.76, 0.0347953,    614.51
    5104.0,   8.74087,   3209.33,   13822.6,   83.5037,   64.6504,     26.23,        90,     15.94,      4.64, 0.0339181,   626.082
    5105.0,   8.57768,   6657.39,   10527.1,   81.7598,   66.4661,     27.12,        90,     16.35,       5.3, 0.0387427,   562.215
    5106.0,   8.68233,   4340.74,   10950.9,   64.6211,   66.6678,     28.31,        90,     16.32,      6.46, 0.0477528,   455.298
    5107.0,   8.83312,   3360.97,     16142,   39.3174,   56.5932,     28.16,        90,     17.36,      5.61, 0.0410088,   563.959
    5108.0,   8.78576,   -999.25,   16025.4,   42.6315,   54.5153,     26.72,        90,     16.47,      6.45,  0.046631,   470.537
    5109.0,   8.71007,   3892.45,     14208,   35.2205,   56.5562,     26.38,        90,     16.94,      8.58, 0.0620301,   363.819
    5110.0,   8.66053,   3854.19,   14101.9,   35.4161,   57.8383,     27.02,        90,     16.59,      8.24, 0.0609107,    362.85
    5111.0,   8.65437,   3500.54,   14327.3,      32.6,   62.4812,        23,        90,     15.44,      6.98, 0.0510234,   403.137
    5112.0,   8.66919,   4506.86,     15378,   30.7081,   65.4136,     27.45,        90,      16.1,      4.79, 0.0350146,   612.564
    5113.0,   8.63684,    4076.6,   18108.7,   37.7129,    70.907,     26.47,        90,     16.13,      4.67, 0.0341374,   629.475
    5114.0,   8.74771,   4136.44,   20353.7,   34.8989,   74.1456,     26.01,        90,     15.59,       3.9, 0.0285088,   728.521
    5115.0,   8.92179,   4681.77,   19969.8,   36.7961,   82.9951,      22.9,        90,      15.6,      3.56, 0.0257374,   807.485
    5116.0,   8.75277,   4536.82,   18824.7,   36.8375,   97.6124,     26.53,        90,     16.38,      2.53, 0.0184942,   1179.92
    5117.0,   8.81508,   -999.25,   15963.7,    53.745,   106.048,     25.65,        90,     16.18,      2.22, 0.0162281,   1328.27
    5118.0,   8.86528,   4217.77,   14142.6,   85.0537,   84.7264,      22.2,        91,     16.15,       3.8, 0.0274725,   783.157
    5119.0,   8.66677,   3362.24,   15562.9,   108.455,   44.1859,     26.78,        91,     16.53,      4.03, 0.0291353,   755.836
    5120.0,   8.72165,   5165.72,   15628.6,   67.7109,   125.886,     24.55,        91,     16.26,      4.34, 0.0313765,   690.384
    5121.0,   8.88924,   5395.94,   22636.9,   45.0532,   142.049,     24.17,        91,     16.16,      2.97, 0.0212386,   1013.66
    5122.0,   8.80282,   6815.66,   20453.1,   28.2771,   141.496,        30,        90,     15.63,      1.16,0.00857481,   2428.34
    5123.0,   8.71337,   -999.25,   16251.4,   42.6345,   154.804,     25.64,        89,     14.93,      1.49, 0.0110142,   1805.85
    5124.0,     8.761,   -999.25,     22543,    51.074,   120.726,      28.4,       100,     15.96,      1.68, 0.0110526,   1923.72
    5125.0,   9.18975,   -999.25,   15637.9,   84.3109,   92.8269,      27.2,       109,     16.69,      3.05,  0.018409,   1207.82
    5126.0,   9.06526,   4140.76,   11420.7,   93.8402,   61.6672,     27.72,       109,     16.62,       3.2, 0.0193143,   1146.37
    5127.0,   9.05782,    2640.1,   14600.9,    95.669,   55.3126,     25.68,       109,     16.21,       4.6, 0.0277644,   777.804
    5128.0,   8.67966,   3523.52,     13956,   76.4645,   59.7605,     21.87,       109,     16.71,       3.1, 0.0190605,   1167.93
    5129.0,   8.79563,   3358.66,   12936.3,   74.4612,   62.8395,     26.05,        99,     15.87,      3.34, 0.0221956,   952.542
    5130.0,   9.24584,   -999.25,   11152.4,   83.0393,   72.7332,     25.58,        99,     15.12,      3.34, 0.0219737,   916.693
    5131.0,   8.94144,   -999.25,   10121.5,   76.3314,   80.6432,     25.92,        99,     14.71,      2.21, 0.0149891,   1307.41
    5132.0,   8.65739,   3643.62,   14113.6,   62.0931,   115.267,     23.33,        99,     14.94,       2.4, 0.0161117,   1235.33
    5133.0,   8.59343,    5281.7,   13563.2,   58.3204,   128.605,     25.89,        99,     15.03,      3.04,  0.020202,   991.149
    5134.0,    8.6771,   4461.76,   16615.8,   33.5387,   119.238,     23.17,       100,     15.41,      2.35, 0.0154605,   1327.86
    5135.0,    8.6462,   4108.88,   16010.7,   29.3775,   111.147,     24.27,        99,     15.14,      2.42, 0.0159211,   1266.86
    5136.0,   8.64472,   4795.55,   15747.4,   28.7686,   118.901,     20.64,       100,     14.96,      2.23, 0.0146711,   1358.45
    5137.0,   8.60437,   -999.25,   16865.1,   28.5565,    123.74,     26.88,       100,     15.01,      2.42, 0.0159211,   1255.98
    5138.0,   8.56512,   -999.25,   16778.6,   27.3026,   121.797,     25.13,       100,     15.73,      3.14, 0.0206579,   1014.42
    5139.0,    8.8736,   -999.25,   26805.1,   31.7053,   124.748,      27.3,       109,      15.5,      2.53, 0.0152704,   1352.25
    5140.0,   8.82162,   3381.01,      9747,   63.0474,   125.183,     33.71,       109,     16.89,      5.42, 0.0327137,   687.821
    5141.0,   8.62416,   -999.25,   12314.6,   73.0475,   102.705,     30.09,       109,     15.57,      2.17, 0.0129785,   1598.23
    5142.0,   8.54248,   3987.91,   10755.2,   74.9546,   160.747,     30.57,       117,     15.87,      2.94, 0.0165317,   1278.89
    5143.0,   8.47094,   3571.57,   10166.1,   62.5369,   251.835,     25.88,       117,      16.4,      3.61, 0.0201271,   1085.52
    5144.0,   8.57951,   3406.71,   9898.54,   32.1291,   313.083,     29.89,       117,     16.26,      3.04,  0.017094,   1267.22
    5145.0,   8.60101,    3809.5,   10332.4,   22.6698,    193.26,      19.4,       117,     16.52,      2.35, 0.0131021,   1679.74
    5146.0,   8.57088,   3725.37,   10381.9,   20.6818,   173.707,     28.09,       117,     16.62,       3.5, 0.0196806,   1125.04
    5147.0,   8.55008,   3460.64,   9946.11,   21.0126,   157.123,     14.07,       117,      16.4,      2.97, 0.0167004,   1308.25
    5148.0,   8.58271,   3652.61,   11337.3,   21.7544,   147.253,     35.12,       117,     18.01,     25.45,  0.141893,   169.093
    5149.0,   8.54633,    3653.4,   11503.7,   22.2505,   145.349,     29.04,       118,     16.94,      3.38, 0.0186864,   1207.71
    5150.0,   8.55889,   3191.69,   11695.3,   22.6669,    140.86,     40.13,       118,     16.92,      3.66, 0.0204059,   1104.64
    5151.0,   8.53372,   3735.75,   11806.4,   23.6219,   140.744,     40.24,       118,     16.99,      3.44, 0.0193432,   1170.14
    5152.0,   8.55368,   4159.33,   12133.5,   21.7027,   137.709,     42.33,       118,     17.94,      4.72, 0.0263158,   908.199
    5153.0,    8.5417,   3473.67,     11269,   23.5636,   132.991,     43.34,       118,     18.26,       8.6, 0.0483581,   503.045
    5154.0,   8.55705,   3591.77,   12072.3,   23.6827,   130.777,     26.26,       100,     14.96,      3.88, 0.0252736,   788.569
    5155.0,   8.60043,   4374.08,   11022.3,   22.8171,    127.69,     27.17,       100,     14.88,      2.67, 0.0175658,   1128.52
    5156.0,   8.60718,   4272.35,   9869.33,   22.6239,   130.848,     27.16,       100,     15.03,      2.49, 0.0162194,   1234.52
    5157.0,   8.69396,   4577.28,   12385.9,    26.957,   142.225,     28.28,       100,     15.18,      2.43, 0.0159868,   1264.98
    5158.0,   8.60937,   4326.29,   15614.2,   31.2075,   165.686,     25.04,       110,     15.84,      2.94, 0.0175837,    1200.1
    5159.0,   8.75904,   3393.91,     17105,   59.9043,   198.675,     24.26,       110,      14.9,      2.37, 0.0131026,   1514.97
    5160.0,    8.5192,    3173.8,   13906.3,   50.0616,   168.381,     26.12,       118,     16.38,      5.26, 0.0293265,   744.095
    5161.0,   8.74298,   4584.27,   25857.9,   68.0356,   98.8324,     23.21,       118,     15.54,      3.51, 0.0195696,    1057.9
    5162.0,   8.77052,   5321.78,     20359,   59.7389,   93.9052,     22.57,       118,     15.55,      2.69,  0.015126,   1369.56
    5163.0,   8.88627,   3316.73,   17720.1,   104.681,   82.7221,     25.74,       118,     15.56,      3.12, 0.0175439,   1181.57
    5164.0,   8.51928,   3331.72,     18099,   113.614,   96.3531,     28.58,       117,     15.51,      2.18, 0.0121543,   1700.03
    5165.0,   8.54259,   4226.08,   12759.9,    95.863,    171.03,     20.85,       118,     14.95,      3.01, 0.0169253,   1176.74
    5166.0,   8.41214,   3583.81,   10202.7,   80.3409,   194.825,     23.05,       118,     16.13,      3.56, 0.0201906,   1064.29
    5167.0,   8.52968,   3862.67,   12689.5,   46.8879,   151.131,     26.57,       118,     16.64,       5.3, 0.0298021,   743.844
    5168.0,   8.48674,    3448.1,   11124.1,   26.4572,   124.462,     26.13,       117,     16.72,       4.3,  0.024179,   921.238
    5169.0,   8.54932,   3571.89,   12783.9,   30.3786,   113.978,     25.86,       118,     16.87,      5.04, 0.0280999,   799.806
    5170.0,   8.54697,   3676.63,   12258.6,   32.6487,   105.525,     23.19,       118,     16.47,      5.02, 0.0282276,    777.31
    5171.0,   8.56279,   3888.95,   12640.5,   27.9559,   102.429,     29.05,       118,     15.84,      3.39, 0.0192264,   1097.57
    5172.0,   8.60399,   4231.38,   15654.3,   28.0734,    100.52,     29.26,       118,     15.54,      2.72, 0.0152946,   1353.59
    5173.0,   8.56185,   3490.33,   16549.9,    34.736,   101.677,     25.73,       118,     16.13,      2.35, 0.0131021,   1640.09
    5174.0,    8.6059,   3703.86,     15360,   34.3507,   105.667,     25.05,       100,     15.52,      6.85, 0.0450658,   458.796
    5175.0,   8.48126,   3538.63,   13287.9,   36.6651,   112.753,     26.32,       100,     15.46,      3.52, 0.0229286,   898.269
    5176.0,   8.47727,   3393.54,   12340.5,   26.0792,   113.831,     27.81,       100,     15.56,      4.91, 0.0323026,   641.721
    5177.0,   8.53405,   3398.76,   12993.1,   23.4372,   112.157,     24.06,       101,     16.05,       3.4,  0.022147,   965.463
    5178.0,   8.55265,   3390.11,   12050.7,   23.1922,   111.913,     24.09,       101,     16.44,      5.67, 0.0369333,   593.005
    5179.0,   8.56056,    3684.9,   13345.1,   22.4266,   113.628,     24.09,       101,     15.86,      3.59, 0.0236184,   894.596
    5180.0,    8.5635,   3769.63,   14250.5,    24.316,   116.932,     22.22,       101,     15.87,      3.97, 0.0261184,   809.477
    5181.0,   8.55381,   3851.96,   12920.7,   24.3979,   115.881,     20.52,       101,     15.78,      3.84,  0.025013,   840.457
    5182.0,   8.56054,   4188.59,   13435.7,   24.2233,   114.382,      17.7,       101,     15.11,      3.46, 0.0225378,   893.158
    5183.0,   8.54266,   3978.42,   14049.7,   25.4094,   114.268,     19.82,       101,      15.2,      2.79, 0.0183553,   1103.21
    5184.0,   8.58242,   3955.62,   16243.9,    29.267,   115.833,     19.74,       101,     15.01,      2.85, 0.0185644,   1077.15
    5185.0,    8.6027,   3973.19,   14778.9,   31.0421,   114.459,      21.5,       101,     15.11,       3.9, 0.0254039,   792.391
    5186.0,   8.57643,   3932.16,   14270.2,   29.0253,   112.494,     26.52,        82,     13.84,      2.35, 0.0188543,   977.914
    5187.0,   8.55895,   4091.13,     15002,   29.1342,   108.796,     27.28,        82,     13.99,      2.95, 0.0236682,   787.459
    5188.0,   8.51483,   4256.61,   15367.6,   29.3802,   106.708,     23.47,       100,     14.92,      1.83, 0.0120395,   1650.96
