MD (m),Interval__unidentified (m),Drilling_hour__unidentified (h),Drilling_time__unidentified (min),ROP (m/h),WOB (klbs),BIT_RPM (rpm),TORQUE (kLbf.ft),Si (%),Shale (%),Dolomite (%),Limestone (%),BIT_DIAMETER (in),DOC (in/rev),Mu,MSE (ksi),cluster,MSE_min (ksi)
5321.0,10.0,3.6,3.5,2.78,0.00811575,268.065,4.727772420000001,64.87695484,24.09410179,0.205652715,10.82329065,8.5,0.006804871828350089,2467.2404546714724,3028.739751361397,0,11.912269553328606
5321.2,10.2,3.7,4.8,2.78,0.00801675,268.065,4.94904102,64.87695484,24.09410179,0.205652715,10.82329065,8.5,0.006804871828350089,2614.606208251474,3170.4876887197097,0,11.912269553328606
5321.4,10.4,3.7,3.5,2.79,0.0071460000000000004,268.065,4.8679092,64.87695484,24.09410179,0.205652715,10.82329065,8.5,0.006829349784567176,2885.1143576826194,3107.330928370559,0,11.912269553328606
5321.6,10.6,3.8,3.8,2.79,0.0081765,268.065,4.83840672,64.87695484,24.09410179,0.205652715,10.82329065,8.5,0.006829349784567176,2506.2160484314804,3088.5047935494117,0,11.912269553328606
5321.8,10.8,3.9,4.3,2.79,0.007929,268.065,4.73514804,64.87695484,24.09410179,0.205652715,10.82329065,8.5,0.006829349784567176,2529.290533484677,3022.591161771712,0,11.912269553328606
5322.0,11.0,3.9,4.1,2.8,0.007982999999999999,268.065,4.80152862,66.45557341,26.64365137,0.193756819,6.707018395,8.5,0.006853827740784262,2547.3989627959418,3054.017471788113,0,11.912269553328606
5322.2,11.2,4.0,4.8,2.79,0.007508249999999999,268.065,4.80152862,66.45557341,26.64365137,0.193756819,6.707018395,8.5,0.006829349784567176,2708.4721366496856,3064.9608768990697,0,11.912269553328606
5322.4,11.4,4.1,4.3,2.79,0.00808875,267.922,4.9195385400000005,66.45557341,26.64365137,0.193756819,6.707018395,8.5,0.0068329948641768865,2575.8853518776077,3138.6172803750005,0,11.912269553328606
5322.6,11.6,4.1,2.7,2.81,0.00764325,268.065,4.875284820000001,66.45557341,26.64365137,0.193756819,6.707018395,8.5,0.006878305697001349,2701.5033029143365,3089.8923512653155,0,11.912269553328606
5322.8,11.8,4.2,5.5,2.8,0.00812025,268.065,4.779401760000001,66.45557341,26.64365137,0.193756819,6.707018395,8.5,0.006853827740784262,2492.801596009975,3039.944659180836,0,11.912269553328606
5323.0,12.0,4.3,4.3,2.8,0.008163,268.065,4.82365548,67.63789744,24.48891354,0.15043269,7.722756326,8.5,0.006853827740784262,2502.7072987872107,3068.092108415483,0,11.912269553328606
5323.2,12.2,4.4,4.8,2.79,0.008192249999999998,268.065,4.84578234,67.63789744,24.48891354,0.15043269,7.722756326,8.5,0.006829349784567176,2505.2108321889596,3093.2128990166943,0,11.912269553328606
5323.4,12.4,4.4,4.0,2.79,0.00837225,268.065,4.89741168,67.63789744,24.48891354,0.15043269,7.722756326,8.5,0.006829349784567176,2477.467691480785,3126.170038313362,0,11.912269553328606
5323.6,12.6,4.5,4.5,2.79,0.008073,268.065,4.84578234,67.63789744,24.48891354,0.15043269,7.722756326,8.5,0.006829349784567176,2542.2164548494984,3093.2122133921202,0,11.912269553328606
5323.8,12.8,4.6,4.1,2.79,0.008401500000000001,268.065,4.89003606,67.63789744,24.48891354,0.15043269,7.722756326,8.5,0.006829349784567176,2465.1241992501336,3121.462191572334,0,11.912269553328606
5324.0,13.0,4.6,2.9,2.81,0.007661249999999999,268.065,4.80152862,68.35209058,23.13806892,0.058157318,8.451683181,8.5,0.006878305697001349,2654.382237885463,3043.1473956542886,0,11.912269553328606
5324.2,13.2,4.7,5.2,2.8,0.008442,268.065,4.82365548,68.35209058,23.13806892,0.058157318,8.451683181,8.5,0.006853827740784262,2419.9952238805968,3068.09371251826,0,11.912269553328606
5324.4,13.4,4.8,4.0,2.8,0.008293499999999999,268.065,4.82365548,68.35209058,23.13806892,0.058157318,8.451683181,8.5,0.006853827740784262,2463.3266630493763,3068.092858721621,0,11.912269553328606
5324.6,13.6,4.9,4.3,2.8,0.008073,268.065,4.7941530000000006,68.35209058,23.13806892,0.058157318,8.451683181,8.5,0.006853827740784262,2515.130434782609,3049.3267886665044,0,11.912269553328606
5324.8,13.8,4.9,4.7,2.8,0.0085455,268.065,4.84578234,68.35209058,23.13806892,0.058157318,8.451683181,8.5,0.006853827740784262,2401.6515639810427,3082.1679093109983,0,11.912269553328606
5325.0,14.0,5.0,3.9,2.8,0.007973999999999998,268.065,4.904787300000001,64.2449772,27.37357263,0.157891984,8.223558183,8.5,0.006853827740784262,2605.118735891648,3119.6942280805097,0,11.912269553328606
5325.2,14.2,5.1,3.4,2.81,0.008111249999999999,268.065,4.86053358,64.2449772,27.37357263,0.157891984,8.223558183,8.5,0.006878305697001349,2537.930563106797,3080.546030198055,0,11.912269553328606
5325.4,14.4,5.1,4.9,2.8,0.008226,267.922,4.82365548,64.2449772,27.37357263,0.157891984,8.223558183,8.5,0.006857485885195441,2483.5399562363236,3066.4558136270634,0,11.912269553328606
5325.6,14.6,5.2,6.7,2.78,0.005031,268.065,4.2114790200000005,64.2449772,27.37357263,0.157891984,8.223558183,8.5,0.006804871828350089,3545.389051878355,2697.9755003791574,0,11.912269553328606
5325.8,14.8,5.4,7.1,2.76,0.00597825,268.065,4.58026002,64.2449772,27.37357263,0.157891984,8.223558183,8.5,0.0067559159159159155,3244.887436958976,2955.49073347701,0,11.912269553328606
5326.0,15.0,5.5,7.5,2.73,0.00611775,268.065,4.43274762,63.71100033,29.65459152,0.173883261,6.460524895,8.5,0.006682482047264656,3068.773637366679,2891.739322598081,0,11.912269553328606
5326.2,15.2,5.6,5.5,2.72,0.0049770000000000005,268.065,4.381118280000001,63.71100033,29.65459152,0.173883261,6.460524895,8.5,0.006658004091047569,3728.2146835443045,2868.5597897092007,0,11.912269553328606
5326.4,15.4,5.6,3.6,2.73,0.006115499999999999,268.065,4.543381920000001,63.71100033,29.65459152,0.173883261,6.460524895,8.5,0.006682482047264656,3146.5225607064026,2963.9116261866566,0,11.912269553328606
5326.6,15.6,5.7,5.1,2.72,0.00645975,268.065,4.595011260000001,63.71100033,29.65459152,0.173883261,6.460524895,8.5,0.006658004091047569,3012.6899895506795,3008.6144495254407,0,11.912269553328606
5326.8,15.8,5.8,6.0,2.71,0.00681075,268.065,4.52863068,63.71100033,29.65459152,0.173883261,6.460524895,8.5,0.006633526134830483,2816.1484241823587,2976.095256751092,0,11.912269553328606
5327.0,16.0,5.9,5.4,2.7,0.0064125,268.065,4.543381920000001,65.68403039,24.85788215,0.034148508,9.423938957,8.5,0.006609048178613397,3000.7888842105267,2996.845294505365,0,11.912269553328606
5327.2,16.2,6.0,5.0,2.7,0.006768,268.065,4.60238688,65.68403039,24.85788215,0.034148508,9.423938957,8.5,0.006609048178613397,2880.0919148936173,3035.766928391009,0,11.912269553328606
5327.4,16.4,6.1,5.2,2.69,0.0065835,268.065,4.5728844,65.68403039,24.85788215,0.034148508,9.423938957,8.5,0.006584570222396309,2941.8258373205745,3027.518965654075,0,11.912269553328606
5327.6,16.6,6.2,6.5,2.68,0.006489,268.065,4.49175258,65.68403039,24.85788215,0.034148508,9.423938957,8.5,0.006560092266179224,2931.714174757282,2984.9011960070025,0,11.912269553328606
5327.8,16.8,6.3,5.2,2.67,0.0065295,268.065,4.49175258,65.68403039,24.85788215,0.034148508,9.423938957,8.5,0.006535614309962136,2913.529869055824,2996.080694357565,0,11.912269553328606
5328.0,17.0,6.4,5.9,2.66,0.006614999999999999,268.065,4.6097625,65.11502557,23.87913926,0.142154524,10.86368065,8.5,0.00651113635374505,2951.428571428572,3086.3541999420545,0,11.912269553328606
5328.2,17.2,6.5,7.5,2.64,0.00666,268.065,4.4843769600000005,65.11502557,23.87913926,0.142154524,10.86368065,8.5,0.006462180441310876,2851.750054054054,3025.151873825753,0,11.912269553328606
5328.4,17.4,6.6,5.8,2.64,0.0066195,268.065,4.47700134,65.11502557,23.87913926,0.142154524,10.86368065,8.5,0.006462180441310876,2864.4788035350102,3020.176125211696,0,11.912269553328606
5328.6,17.6,6.7,3.1,2.65,0.007548749999999999,268.065,4.61713812,65.11502557,23.87913926,0.142154524,10.86368065,8.5,0.006486658397527962,2590.486891207154,3102.9627848436644,0,11.912269553328606
5328.8,17.8,6.7,5.0,2.64,0.0081315,268.065,4.6835187000000005,65.11502557,23.87913926,0.142154524,10.86368065,8.5,0.006462180441310876,2439.412064194798,3159.499259705821,0,11.912269553328606
5329.0,18.0,6.8,5.7,2.63,0.00837,268.065,4.73514804,69.37834212,20.84268939,0.245798026,9.533170467,8.5,0.00643770248509379,2396.0268387096776,3206.474796860454,0,11.912269553328606
5329.2,18.2,6.9,4.7,2.63,0.008367749999999998,268.065,4.705645560000001,69.37834212,20.84268939,0.245798026,9.533170467,8.5,0.00643770248509379,2381.7385748857228,3186.497047638926,0,11.912269553328606
5329.4,18.4,7.0,4.6,2.63,0.0082755,268.065,4.7572749000000005,69.37834212,20.84268939,0.245798026,9.533170467,8.5,0.00643770248509379,2434.7119086460034,3221.4575557492317,0,11.912269553328606
5329.6,18.6,7.1,4.9,2.63,0.008376749999999999,268.065,4.749899280000001,69.37834212,20.84268939,0.245798026,9.533170467,8.5,0.00643770248509379,2401.554359387592,3216.4637038120004,0,11.912269553328606
5329.8,18.8,7.2,5.5,2.63,0.00829575,268.065,4.66139184,69.37834212,20.84268939,0.245798026,9.533170467,8.5,0.00643770248509379,2379.8168266883654,3156.5300292490947,0,11.912269553328606
5330.0,19.0,7.2,4.5,2.63,0.0081,268.065,4.668767460000001,68.44215506,20.69052131,0.201461949,10.66586168,8.5,0.00643770248509379,2441.1856000000002,3161.5233378611924,0,11.912269553328606
5330.2,19.2,7.3,4.0,2.63,0.008739,268.065,4.76465052,68.44215506,20.69052131,0.201461949,10.66586168,8.5,0.00643770248509379,2309.1539443872293,3226.454654700955,0,11.912269553328606
5330.4,19.4,7.4,6.7,2.62,0.0063135,268.065,4.292610840000001,68.44215506,20.69052131,0.201461949,10.66586168,8.5,0.006413224528876703,2879.618189593729,2917.8914350118534,0,11.912269553328606
5330.6,19.6,7.5,5.6,2.61,0.008136,267.065,4.49175258,68.44215506,20.69052131,0.201461949,10.66586168,8.5,0.006412668638720911,2338.2366371681414,3053.530999071495,0,11.912269553328606
5330.8,19.8,7.6,2.8,2.62,0.009216,268.065,4.74252366,68.44215506,20.69052131,0.201461949,10.66586168,8.5,0.006413224528876703,2179.46859375,3223.731427458042,0,11.912269553328606
5331.0,20.0,7.6,4.5,2.62,0.0100125,268.065,4.853157960000001,63.63823341,27.85565438,0.073639925,8.432472293,8.5,0.006413224528876703,2052.889024719101,3298.9384588642497,0,11.912269553328606
5331.2,20.2,7.7,5.5,2.62,0.0108765,267.922,4.816279860000001,63.63823341,27.85565438,0.073639925,8.432472293,8.5,0.00641664750686145,1875.4527430699213,3272.1295177984375,0,11.912269553328606
5331.4,20.4,7.8,7.1,2.6,0.0102105,268.065,4.80152862,63.63823341,27.85565438,0.073639925,8.432472293,8.5,0.00636426861644253,1991.664063464081,3288.9511690262107,0,11.912269553328606
5331.6,20.6,7.9,6.0,2.6,0.007760250000000001,268.065,4.595011260000001,63.63823341,27.85565438,0.073639925,8.432472293,8.5,0.00636426861644253,2507.808918527109,3147.479340992882,0,11.912269553328606
5331.8,20.8,8.0,4.0,2.6,0.00803475,268.065,4.69826994,63.63823341,27.85565438,0.073639925,8.432472293,8.5,0.00636426861644253,2476.561814617754,3218.209789417422,0,11.912269553328606
5332.0,21.0,8.1,3.8,2.6,0.00896175,268.065,4.7572749000000005,65.21310275,24.87733594,0.202747502,9.706813812,8.5,0.00636426861644253,2248.272759226714,3258.6316164321993,0,11.912269553328606
5332.2,21.2,8.1,4.7,2.6,0.0085815,268.065,4.93428978,65.21310275,24.87733594,0.202747502,9.706813812,8.5,0.00636426861644253,2435.2582275825903,3379.87892195716,0,11.912269553328606
5332.4,21.4,8.2,2.9,2.61,0.007982999999999999,268.065,4.875284820000001,65.21310275,24.87733594,0.202747502,9.706813812,8.5,0.006388746572659617,2586.5295152198432,3326.664297492292,0,11.912269553328606
5332.6,21.6,8.2,3.3,2.62,0.008442,268.065,4.84578234,65.21310275,24.87733594,0.202747502,9.706813812,8.5,0.006413224528876703,2431.096119402985,3293.9159325212054,0,11.912269553328606
5332.8,21.8,8.3,4.4,2.62,0.00912825,268.065,4.80152862,65.21310275,24.87733594,0.202747502,9.706813812,8.5,0.006413224528876703,2227.7967759428147,3263.838897315983,0,11.912269553328606
5333.0,22.0,8.4,5.3,2.62,0.00879075,268.065,4.62451374,65.85239235,26.27280003,0.117977454,7.756830169,8.5,0.006413224528876703,2228.043777834656,3143.513033746668,0,11.912269553328606
5333.2,22.2,8.5,3.7,2.62,0.00931725,268.065,4.69826994,65.85239235,26.27280003,0.117977454,7.756830169,8.5,0.006413224528876703,2135.6682540449174,3193.6510288115132,0,11.912269553328606
5333.4,22.4,8.6,5.7,2.62,0.0095715,268.065,4.853157960000001,65.85239235,26.27280003,0.117977454,7.756830169,8.5,0.006413224528876703,2147.4744146685475,3298.935923346957,0,11.912269553328606
5333.6,22.6,8.6,4.2,2.62,0.009225,268.065,4.816279860000001,65.85239235,26.27280003,0.117977454,7.756830169,8.5,0.006413224528876703,2211.204526829268,3273.8664471709635,0,11.912269553328606
5333.8,22.8,8.7,5.0,2.62,0.008761499999999998,268.065,4.80152862,65.85239235,26.27280003,0.117977454,7.756830169,8.5,0.006413224528876703,2321.0507241910636,3263.83678869701,0,11.912269553328606
5334.0,23.0,8.8,3.1,2.62,0.008264249999999999,267.922,4.84578234,69.62017982,23.13717475,0.206489756,7.036155678,8.5,0.00641664750686145,2483.3848734004905,3292.157788072681,0,11.912269553328606
5334.2,23.2,8.8,3.8,2.63,0.00988875,267.922,4.904787300000001,69.62017982,23.13717475,0.206489756,7.036155678,8.5,0.006441138527880004,2100.691877133106,3319.5837567507606,0,11.912269553328606
5334.4,23.4,8.9,4.6,2.63,0.009423,267.922,4.83840672,69.62017982,23.13717475,0.206489756,7.036155678,8.5,0.006441138527880004,2174.686991404011,3274.655150941686,0,11.912269553328606
5334.6,23.6,9.0,4.9,2.62,0.009596249999999999,267.922,4.89741168,69.62017982,23.13717475,0.206489756,7.036155678,8.5,0.00641664750686145,2161.4671230949593,3327.241202703101,0,11.912269553328606
5334.8,23.8,9.0,3.3,2.63,0.0094995,268.065,4.875284820000001,69.62017982,23.13717475,0.206489756,7.036155678,8.5,0.00643770248509379,2173.6159924206545,3301.3755382442137,0,11.912269553328606
5335.0,24.0,9.1,4.6,2.63,0.009792,267.922,4.86053358,71.59121686,21.89989637,0.169205128,6.33968164,8.5,0.006441138527880004,2102.306911764706,3289.632581827753,0,11.912269553328606
5335.2,24.2,9.2,5.3,2.63,0.01188225,267.922,4.83840672,71.59121686,21.89989637,0.169205128,6.33968164,8.5,0.006441138527880004,1724.5955538723724,3274.669290331487,0,11.912269553328606
5335.4,24.4,9.3,6.2,2.62,0.0106965,267.922,4.853157960000001,71.59121686,21.89989637,0.169205128,6.33968164,8.5,0.00641664750686145,1921.6146739587718,3297.1825945600563,0,11.912269553328606
5335.6,24.6,9.4,2.5,2.63,0.00873675,268.065,4.89741168,71.59121686,21.89989637,0.169205128,6.33968164,8.5,0.00643770248509379,2374.1069482359007,3316.3544550481133,0,11.912269553328606
5335.8,24.8,9.4,2.4,2.64,0.01062225,268.065,5.0154216,71.59121686,21.89989637,0.169205128,6.33968164,8.5,0.006462180441310876,1999.744460919297,3383.4117894232513,0,11.912269553328606
5336.0,25.0,9.5,4.9,2.64,0.01071225,267.922,5.02279722,65.10850877,28.26067032,0.126969722,6.503851188,8.5,0.00646562954889856,1985.8595085066165,3386.5803108338355,0,11.912269553328606
5336.2,25.2,9.5,3.8,2.64,0.01021275,267.922,4.89003606,65.10850877,28.26067032,0.126969722,6.503851188,8.5,0.00646562954889856,2027.9298876404496,3297.0659309270645,0,11.912269553328606
5336.4,25.4,9.6,4.3,2.64,0.010404,267.922,4.82365548,65.10850877,28.26067032,0.126969722,6.503851188,8.5,0.00646562954889856,1963.6293425605538,3252.311276490972,0,11.912269553328606
5336.6,25.6,9.7,4.3,2.64,0.01092825,267.922,4.89741168,65.10850877,28.26067032,0.126969722,6.503851188,8.5,0.00646562954889856,1898.0146757257567,3302.042906232584,0,11.912269553328606
5336.8,25.82,9.8,3.6,2.65,0.01078425,267.922,4.76465052,65.10850877,28.26067032,0.126969722,6.503851188,8.5,0.006490120569917115,1871.2192614229084,3200.4080473707077,0,11.912269553328606
5337.0,26.0,9.8,4.7,2.64,0.01087875,267.922,4.80152862,62.28073927,26.81948098,0.243756898,10.65602286,8.5,0.00646562954889856,1869.3219276111688,3237.3954213787306,0,11.912269553328606
5337.2,26.2,9.9,5.9,2.64,0.0108765,267.922,4.74252366,62.28073927,26.81948098,0.243756898,10.65602286,8.5,0.00646562954889856,1846.7321803889115,3197.612515977819,0,11.912269553328606
5337.4,26.4,10.0,2.8,2.65,0.011108249999999998,267.922,4.83840672,62.28073927,26.81948098,0.243756898,10.65602286,8.5,0.006490120569917115,1844.761822969415,3249.950870627353,0,11.912269553328606
5337.6,26.6,10.0,4.5,2.65,0.011574,267.922,4.89003606,62.28073927,26.81948098,0.243756898,10.65602286,8.5,0.006490120569917115,1789.419471228616,3284.632220743415,0,11.912269553328606
5337.8,26.8,10.2,6.4,2.64,0.01082925,268.065,4.816279860000001,62.28073927,26.81948098,0.243756898,10.65602286,8.5,0.006462180441310876,1883.6356866819033,3249.0740540324714,0,11.912269553328606
5338.0,27.0,10.2,4.0,2.64,0.01033425,267.922,4.89003606,65.91311986,28.08832835,0.099327146,5.899224643,8.5,0.00646562954889856,2004.0874722403657,3297.066629487951,0,11.912269553328606
5338.2,27.2,10.3,3.4,2.65,0.010457999999999999,267.922,4.7572749000000005,65.91311986,28.08832835,0.099327146,5.899224643,8.5,0.006490120569917115,1926.6072289156632,3195.452075562602,0,11.912269553328606
5338.4,27.41,10.3,3.2,2.65,0.01138275,267.922,4.83840672,65.91311986,28.08832835,0.099327146,5.899224643,8.5,0.006490120569917115,1800.2745839098636,3249.952448857505,0,11.912269553328606
5338.6,27.6,10.4,5.1,2.65,0.01070325,267.922,4.89003606,65.91311986,28.08832835,0.099327146,5.899224643,8.5,0.006490120569917115,1934.9955350010512,3284.627214390393,0,11.912269553328606
5338.8,27.8,10.5,4.0,2.65,0.0103725,267.922,4.92691416,65.91311986,28.08832835,0.099327146,5.899224643,8.5,0.006490120569917115,2011.7551757049891,3309.3957929662306,0,11.912269553328606
5339.0,28.0,10.5,3.6,2.65,0.011123999999999998,268.065,4.92691416,71.86010055,23.13258036,0.098648991,4.908670107,8.5,0.006486658397527962,1875.8477669902916,3311.1664302733416,0,11.912269553328606
5339.2,28.2,10.6,4.1,2.66,0.011821499999999999,268.065,4.875284820000001,71.86010055,23.13258036,0.098648991,4.908670107,8.5,0.00651113635374505,1746.6704834411885,3264.155945799406,0,11.912269553328606
5339.4,28.4,10.7,6.6,2.65,0.011020499999999999,268.065,4.92691416,71.86010055,23.13258036,0.098648991,4.908670107,8.5,0.006486658397527962,1893.4649571253574,3311.1658352029567,0,11.912269553328606
5339.6,28.6,10.8,4.1,2.65,0.009819,267.922,4.816279860000001,71.86010055,23.13258036,0.098648991,4.908670107,8.5,0.006490120569917115,2077.437800183319,3235.081169991882,0,11.912269553328606
5339.8,28.8,10.9,3.6,2.65,0.01035,268.065,4.853157960000001,71.86010055,23.13258036,0.098648991,4.908670107,8.5,0.006486658397527962,1985.9469913043483,3261.5945778892033,0,11.912269553328606
5340.0,29.0,11.0,9.0,2.64,0.0025559999999999997,177.575,2.3749496400000005,69.12914499,26.16800595,0.22862838,4.47422068,8.5,0.00975522680557511,3935.293521126762,1061.3086429881466,0,11.912269553328606
5340.2,29.2,11.1,5.9,2.63,0.007218,268.065,4.705645560000001,69.12914499,26.16800595,0.22862838,4.47422068,8.5,0.00643770248509379,2761.123990024938,3186.4904371831267,0,11.912269553328606
5340.4,29.4,11.2,6.3,2.62,0.007080749999999999,268.065,4.58026002,69.12914499,26.16800595,0.22862838,4.47422068,8.5,0.006413224528876703,2739.6459866539567,3113.4222213684006,0,11.912269553328606
5340.6,29.6,11.3,8.3,2.61,0.007163999999999999,267.922,4.63926498,69.12914499,26.16800595,0.22862838,4.47422068,8.5,0.006392156485842894,2742.6928643216083,3163.9243267203847,0,11.912269553328606
5340.8,29.8,11.4,3.1,2.62,0.00902025,267.922,4.73514804,69.12914499,26.16800595,0.22862838,4.47422068,8.5,0.00641664750686145,2223.3025293090545,3216.999799673844,0,11.912269553328606
5341.0,30.0,11.5,4.8,2.61,0.010476000000000001,267.922,5.0301728400000005,61.36498933,24.9315612,0.090808948,13.61264053,8.5,0.006392156485842894,2033.6255670103092,3430.5344759481222,0,11.912269553328606
5341.2,30.2,11.5,4.2,2.62,0.010271249999999999,267.922,5.0301728400000005,61.36498933,24.9315612,0.090808948,13.61264053,8.5,0.00641664750686145,2074.1644337349403,3417.4398855968093,0,11.912269553328606
5341.4,30.4,11.7,6.7,2.61,0.010905749999999999,267.922,4.89741168,61.36498933,24.9315612,0.090808948,13.61264053,8.5,0.006392156485842894,1901.9305302248817,3339.9965708299364,0,11.912269553328606
5341.6,30.6,11.7,3.6,2.61,0.0100935,267.922,4.98591912,61.36498933,24.9315612,0.090808948,13.61264053,8.5,0.006392156485842894,2092.1220508247884,3400.3521514569884,0,11.912269553328606
5341.8,30.8,11.8,5.8,2.61,0.01120725,267.922,4.9195385400000005,61.36498933,24.9315612,0.090808948,13.61264053,8.5,0.006392156485842894,1859.1262477414175,3355.0883669548266,0,11.912269553328606
5342.0,31.0,11.9,5.7,2.6,0.010773,267.922,4.89003606,61.04242872,30.11522003,0.151625061,8.69072619,8.5,0.006367665464824339,1922.4673684210527,3347.792339961295,0,11.912269553328606
5342.2,31.2,12.0,4.7,2.6,0.0106605,267.922,4.978543500000001,61.04242872,30.11522003,0.151625061,8.69072619,8.5,0.006367665464824339,1977.9181089067122,3408.384098591741,0,11.912269553328606
5342.4,31.4,12.1,6.4,2.6,0.0110565,267.922,5.05967532,61.04242872,30.11522003,0.151625061,8.69072619,8.5,0.006367665464824339,1938.1552136752136,3463.929413708354,0,11.912269553328606
5342.6,31.6,12.2,4.7,2.6,0.01035675,267.922,5.0522997,61.04242872,30.11522003,0.151625061,8.69072619,8.5,0.006367665464824339,2066.089767542907,3458.876023394591,0,11.912269553328606
5342.8,31.8,12.2,4.5,2.6,0.01069875,267.922,5.04492408,61.04242872,30.11522003,0.151625061,8.69072619,8.5,0.006367665464824339,1997.1246435331232,3453.828622593618,0,11.912269553328606
5343.0,32.0,12.3,4.2,2.6,0.010507500000000001,267.922,4.97116788,66.38655921,27.15564394,0.234744215,6.223052632,8.5,0.006367665464824339,2003.7457130620983,3403.3338518019696,0,11.912269553328606
5343.2,32.2,12.4,4.3,2.6,0.01042875,267.922,4.88266044,66.38655921,27.15564394,0.234744215,6.223052632,8.5,0.006367665464824339,1982.9320906148869,3342.740993584943,0,11.912269553328606
5343.4,32.4,12.5,6.4,2.59,0.010770749999999999,267.922,4.904787300000001,66.38655921,27.15564394,0.234744215,6.223052632,8.5,0.006343174443805784,1928.669479841237,3370.8556525213517,0,11.912269553328606
5343.6,32.6,12.6,5.9,2.59,0.0107955,267.922,4.8679092,66.38655921,27.15564394,0.234744215,6.223052632,8.5,0.006343174443805784,1909.7797415589828,3345.511481088517,0,11.912269553328606
5343.8,32.8,12.7,4.9,2.59,0.011020499999999999,267.922,4.978543500000001,66.38655921,27.15564394,0.234744215,6.223052632,8.5,0.006343174443805784,1913.3066557778689,3421.54571591661,0,11.912269553328606
5344.0,33.0,12.8,5.6,2.59,0.011016,267.922,4.9195385400000005,69.15995063,26.99641836,0.174170345,3.669460672,8.5,0.006343174443805784,1891.4027450980393,3380.994788072347,0,11.912269553328606
5344.2,33.2,12.9,5.5,2.58,0.01117575,267.922,4.8679092,69.15995063,26.99641836,0.174170345,3.669460672,8.5,0.006318683422787229,1844.8003221260317,3358.4805255139713,0,11.912269553328606
5344.4,33.4,13.0,5.6,2.58,0.01127475,267.922,4.98591912,69.15995063,26.99641836,0.174170345,3.669460672,8.5,0.006318683422787229,1872.9314547994413,3439.897246732306,0,11.912269553328606
5344.6,33.6,13.0,4.4,2.58,0.010655999999999999,267.922,5.08180218,69.15995063,26.99641836,0.174170345,3.669460672,8.5,0.006318683422787229,2019.7941891891896,3506.044312763026,0,11.912269553328606
5344.8,33.8,13.1,4.3,2.58,0.010431,267.922,5.11868028,69.15995063,26.99641836,0.174170345,3.669460672,8.5,0.006318683422787229,2078.3353925798106,3531.4855666381836,0,11.912269553328606
5345.0,34.0,13.2,4.3,2.58,0.01056375,267.922,4.978543500000001,64.00491605,28.49378246,0.199600063,7.301701426,8.5,0.006318683422787229,1996.0332268370607,3434.8046493562015,0,11.912269553328606
5345.2,34.2,13.3,5.9,2.58,0.011106,268.065,4.904787300000001,64.00491605,28.49378246,0.199600063,7.301701426,8.5,0.006315312704008357,1870.4499189627231,3385.7287641074295,0,11.912269553328606
5345.4,34.4,13.3,4.0,2.58,0.01104075,267.922,5.11130466,64.00491605,28.49378246,0.199600063,7.301701426,8.5,0.006318683422787229,1960.7253637660488,3526.400562877644,0,11.912269553328606
5345.6,34.6,13.4,4.8,2.58,0.010421999999999999,267.922,5.03754846,64.00491605,28.49378246,0.199600063,7.301701426,8.5,0.006318683422787229,2047.1597927461146,3475.5119103787874,0,11.912269553328606
5345.8,34.8,13.5,3.5,2.58,0.0115155,267.922,4.978543500000001,64.00491605,28.49378246,0.199600063,7.301701426,8.5,0.006318683422787229,1831.0621336459558,3434.8101214164813,0,11.912269553328606
5346.0,35.0,13.6,6.8,2.58,0.01165275,267.922,4.9195385400000005,70.99759055,23.93507956,0.194954538,4.872375352,8.5,0.006318683422787229,1788.049399497973,3394.10283452127,0,11.912269553328606
5346.2,35.2,13.7,6.0,2.57,0.010476000000000001,267.922,4.978543500000001,70.99759055,23.93507956,0.194954538,4.872375352,8.5,0.0062941924017686736,2012.7525773195875,3448.168907148831,0,11.912269553328606
5346.4,35.4,13.7,3.8,2.58,0.009830249999999999,267.922,4.853157960000001,70.99759055,23.93507956,0.194954538,4.872375352,8.5,0.006318683422787229,2090.9489951934092,3348.295770596395,0,11.912269553328606
5346.6,35.6,13.8,2.5,2.58,0.011229749999999998,268.065,4.89003606,70.99759055,23.93507956,0.194954538,4.872375352,8.5,0.006315312704008357,1844.2744460028052,3375.5470247460785,0,11.912269553328606
5346.8,35.8,13.9,7.8,2.57,0.012176999999999999,267.922,5.09655342,70.99759055,23.93507956,0.194954538,4.872375352,8.5,0.0062941924017686736,1772.637161862528,3529.9116333876586,0,11.912269553328606
5347.0,36.0,14.0,3.4,2.58,0.009724499999999999,267.922,4.94904102,71.77497307,23.10073693,0.244678296,4.879611704,8.5,0.006318683422787229,2155.4469967607592,3414.445786106414,0,11.912269553328606
5347.2,36.2,14.0,2.5,2.58,0.011835,266.922,5.140807140000001,71.77497307,23.10073693,0.244678296,4.879611704,8.5,0.006342355819303018,1839.6983726235744,3533.521392517456,0,11.912269553328606
5347.4,36.4,14.1,8.1,2.57,0.01242225,267.922,4.89741168,71.77497307,23.10073693,0.244678296,4.879611704,8.5,0.0062941924017686736,1669.7441188190546,3391.988696418673,0,11.912269553328606
5347.6,36.6,14.3,6.1,2.57,0.012039749999999998,265.922,5.089177800000001,71.77497307,23.10073693,0.244678296,4.879611704,8.5,0.006341531037923401,1790.2501962250053,3498.490897311576,0,11.912269553328606
