MD (m),Interval__unidentified (m),Drilling_hour__unidentified (h),Drilling_time__unidentified (min),ROP (m/h),WOB (klbs),BIT_RPM (rpm),TORQUE (kLbf.ft),Si (%),Shale (%),Dolomite (%),Limestone (%),BIT_DIAMETER (in),DOC (in/rev),Mu,MSE (ksi),cluster,MSE_min (ksi)
5374.6,63.6,26.1,5.7,2.44,0.0083745,262.78,6.26190138,61.20021703,32.28449903,0.12695206,6.388331876,8.5,0.0060927419641271545,3166.874927458356,4480.3996914454265,1,1129.4354949731883
5374.8,63.8,26.2,5.3,2.44,0.00817425,262.78,6.497921220000001,61.20021703,32.28449903,0.12695206,6.388331876,8.5,0.0060927419641271545,3366.7440462427758,4649.269269630277,1,1129.4354949731883
5375.0,64.0,26.3,6.2,2.43,0.00850275,262.78,6.379911300000001,64.03616489,28.7424738,0.069964745,7.151396572,8.5,0.006067771710175814,3177.889600423393,4583.620924879138,1,1129.4354949731883
5375.2,64.2,26.4,4.4,2.44,0.007526250000000001,262.923,6.53479932,64.03616489,28.7424738,0.069964745,7.151396572,8.5,0.00608942821028717,3677.3688251121075,4678.1959747508445,1,1129.4354949731883
5375.4,64.4,26.4,4.4,2.44,0.007676999999999999,262.78,6.564301800000001,64.03616489,28.7424738,0.069964745,7.151396572,8.5,0.0060927419641271545,3621.433997655335,4696.761303381733,1,1129.4354949731883
5375.6,64.6,26.5,3.6,2.44,0.0085455,262.78,6.46841874,64.03616489,28.7424738,0.069964745,7.151396572,8.5,0.0060927419641271545,3205.8575671406,4628.162562932289,1,1129.4354949731883
5375.8,64.8,26.6,5.4,2.44,0.009139499999999998,262.78,6.35040882,64.03616489,28.7424738,0.069964745,7.151396572,8.5,0.0060927419641271545,2942.814062038405,4543.730613360507,1,1129.4354949731883
5376.0,65.0,26.7,6.0,2.44,0.009967499999999999,262.78,6.40203816,62.18740785,31.97633571,0.175401037,5.660855406,8.5,0.0060927419641271545,2720.2924063205423,4580.675846005361,1,1129.4354949731883
5376.2,65.2,26.8,7.0,2.43,0.009976500000000001,262.923,6.38728692,62.18740785,31.97633571,0.175401037,5.660855406,8.5,0.006064471537294189,2711.5760757780786,4591.425503807193,1,1129.4354949731883
5376.4,65.4,26.9,6.9,2.43,0.00945,262.78,6.3430332,62.18740785,31.97633571,0.175401037,5.660855406,8.5,0.006067771710175814,2842.816,4557.131735005791,1,1129.4354949731883
5376.6,65.6,27.0,4.6,2.43,0.00943425,262.78,6.365160060000001,62.18740785,31.97633571,0.175401037,5.660855406,8.5,0.006067771710175814,2857.4952921535896,4573.028426088204,1,1129.4354949731883
5376.8,65.8,27.1,5.0,2.43,0.01016325,262.78,6.394662540000001,62.18740785,31.97633571,0.175401037,5.660855406,8.5,0.006067771710175814,2664.824405578924,4594.2283263023255,1,1129.4354949731883
5377.0,66.0,27.2,6.9,2.43,0.009506249999999999,262.78,6.5274237,66.02992394,27.03355875,0.055895378,6.880621925,8.5,0.006067771710175814,2908.1456094674563,4689.605238718619,1,1129.4354949731883
5377.2,66.2,27.3,4.1,2.43,0.00759375,262.923,6.35040882,66.02992394,27.03355875,0.055895378,6.880621925,8.5,0.006064471537294189,3541.8402133333334,4564.902750301699,1,1129.4354949731883
5377.4,66.4,27.4,5.9,2.43,0.009072,262.78,6.33565758,66.02992394,27.03355875,0.055895378,6.880621925,8.5,0.006067771710175814,2957.8233333333337,4551.8306344930525,1,1129.4354949731883
5377.6,66.6,27.5,6.3,2.43,0.008239499999999999,262.78,6.33565758,66.02992394,27.03355875,0.055895378,6.880621925,8.5,0.006067771710175814,3256.6749535772806,4551.825848057347,1,1129.4354949731883
5377.8,66.8,27.6,5.9,2.42,0.0076095,262.78,6.40203816,66.02992394,27.03355875,0.055895378,6.880621925,8.5,0.006042801456224473,3563.245227675932,4618.518640304508,1,1129.4354949731883
5378.4,67.4,27.7,3.7,2.43,0.00399375,266.78,6.0111303000000005,64.18361498,30.772574,0.113531935,4.93027908,8.5,0.005976793800134944,6374.686647887324,4384.386149266621,1,1129.4354949731883
5378.6,67.6,27.8,3.2,2.43,0.00947925,266.78,6.46841874,64.18361498,30.772574,0.113531935,4.93027908,8.5,0.005976793800134944,2890.0657583669595,4717.952065436679,1,1129.4354949731883
5378.8,67.8,27.9,4.0,2.43,0.00902475,266.923,6.490545600000001,64.18361498,30.772574,0.113531935,4.93027908,8.5,0.005973591822360756,3045.9979057591627,4736.625761021336,1,1129.4354949731883
5379.0,68.0,28.0,4.6,2.43,0.00895725,266.78,6.579053040000001,62.28814274,32.01242686,0.180199017,5.519231375,8.5,0.005976793800134944,3110.8012660135646,4798.642865205593,1,1129.4354949731883
5379.2,68.2,28.1,4.8,2.43,0.009414,266.78,6.674936100000001,62.28814274,32.01242686,0.180199017,5.519231375,8.5,0.005976793800134944,3003.008030592734,4868.580118804744,1,1129.4354949731883
5379.4,68.4,28.2,5.3,2.43,0.009330749999999999,266.78,6.6011799,62.28814274,32.01242686,0.180199017,5.519231375,8.5,0.005976793800134944,2996.322739329636,4814.7837728321965,1,1129.4354949731883
5379.6,68.6,28.3,5.5,2.43,0.009243,266.78,6.51267246,62.28814274,32.01242686,0.180199017,5.519231375,8.5,0.005976793800134944,2984.2132814021425,4750.228227521229,1,1129.4354949731883
5379.8,68.8,28.3,4.4,2.43,0.0086985,266.78,6.54217494,62.28814274,32.01242686,0.180199017,5.519231375,8.5,0.005976793800134944,3185.380817382307,4771.743443865142,1,1129.4354949731883
5380.0,69.0,28.5,7.6,2.42,0.0093915,266.78,6.53479932,68.86003641,25.43741874,0.233047419,5.469497431,8.5,0.005952197940875129,2947.0049640632487,4786.063353274195,1,1129.4354949731883
5380.2,69.2,28.6,7.3,2.42,0.008801999999999999,266.78,6.58642866,68.86003641,25.43741874,0.233047419,5.469497431,8.5,0.005952197940875129,3169.2186503067487,4823.87267897125,1,1129.4354949731883
5380.4,69.4,28.7,3.9,2.42,0.00893925,266.78,6.58642866,68.86003641,25.43741874,0.233047419,5.469497431,8.5,0.005952197940875129,3120.5596174175685,4823.873468086326,1,1129.4354949731883
5380.6,69.6,28.8,6.5,2.42,0.00830475,266.78,6.564301800000001,68.86003641,25.43741874,0.233047419,5.469497431,8.5,0.005952197940875129,3347.6924410728807,4807.664370755717,1,1129.4354949731883
5380.8,69.8,28.8,4.9,2.42,0.009323999999999999,266.78,6.64543362,68.86003641,25.43741874,0.233047419,5.469497431,8.5,0.005952197940875129,3018.5935135135137,4867.090211636928,1,1129.4354949731883
5381.0,70.0,29.0,6.5,2.42,0.009150750000000001,266.78,6.579053040000001,69.94099566,24.60845765,0.259148097,5.191398594,8.5,0.005952197940875129,3045.020860585198,4818.472867669581,1,1129.4354949731883
5381.2,70.2,29.1,6.3,2.42,0.009292499999999999,266.78,6.615931140000001,69.94099566,24.60845765,0.259148097,5.191398594,8.5,0.005952197940875129,3015.3795254237293,4845.482764807987,1,1129.4354949731883
5381.4,70.4,29.2,6.2,2.41,0.00936675,266.78,6.674936100000001,69.94099566,24.60845765,0.259148097,5.191398594,8.5,0.005927602081615315,3018.1565217391308,4908.9825524805365,1,1129.4354949731883
5381.6,70.6,29.3,6.8,2.41,0.00945,266.78,6.7118142,69.94099566,24.60845765,0.259148097,5.191398594,8.5,0.005927602081615315,3008.096,4936.104184155105,1,1129.4354949731883
5381.8,70.8,29.4,5.2,2.41,0.00963,266.78,6.5938042800000005,69.94099566,24.60845765,0.259148097,5.191398594,8.5,0.005927602081615315,2899.9688971962623,4849.317529360928,1,1129.4354949731883
5382.0,71.0,29.5,6.6,2.41,0.010239749999999999,266.78,6.68231172,71.3756908,23.02497574,0.272698109,5.326635352,8.5,0.005927602081615315,2763.8912590639425,4914.411802376071,1,1129.4354949731883
5382.2,71.2,29.6,7.3,2.41,0.0032714999999999997,266.78,6.02588154,71.3756908,23.02497574,0.272698109,5.326635352,8.5,0.005927602081615315,7801.125061898213,4431.615214663813,0,11.912269553328606
5382.4,71.4,29.7,3.9,2.41,0.00878175,266.78,6.7118142,71.3756908,23.02497574,0.272698109,5.326635352,8.5,0.005927602081615315,3236.9980015372794,4936.100342070227,1,1129.4354949731883
5382.6,71.6,29.7,4.8,2.41,0.0084285,266.78,6.66756048,71.3756908,23.02497574,0.272698109,5.326635352,8.5,0.005927602081615315,3350.4276775226904,4903.552927431932,1,1129.4354949731883
5382.8,71.8,29.8,5.0,2.41,0.009186749999999999,266.78,6.638058000000001,71.3756908,23.02497574,0.272698109,5.326635352,8.5,0.005927602081615315,3060.2909625275543,4881.860364544521,1,1129.4354949731883
5383.0,72.0,29.9,4.5,2.41,0.008682750000000001,266.78,6.66756048,70.71173782,23.20343486,0.230408671,5.854418642,8.5,0.005927602081615315,3252.3197926924067,4903.55438923527,1,1129.4354949731883
5383.2,72.2,30.0,6.1,2.41,0.00946125,266.78,6.66756048,70.71173782,23.20343486,0.230408671,5.854418642,8.5,0.005927602081615315,2984.7091747919144,4903.55886519947,1,1129.4354949731883
5383.4,72.4,30.1,5.2,2.41,0.00917325,266.78,6.66018486,70.71173782,23.20343486,0.230408671,5.854418642,8.5,0.005927602081615315,3075.0106843267104,4898.132978745243,1,1129.4354949731883
5383.6,72.6,30.2,5.6,2.41,0.009144,266.78,6.66018486,70.71173782,23.20343486,0.230408671,5.854418642,8.5,0.005927602081615315,3084.8470866141743,4898.132810573178,1,1129.4354949731883
5383.8,72.8,30.3,6.0,2.4,0.00853425,266.78,6.5569261800000005,70.71173782,23.20343486,0.230408671,5.854418642,8.5,0.0059030062223555,3254.007192196151,4842.282330549434,1,1129.4354949731883
5384.0,73.0,30.4,5.0,2.4,0.008928,266.78,6.7118142,63.94245242,30.7128532,0.226023362,5.118671019,8.5,0.0059030062223555,3183.972580645161,4956.668057312394,1,1129.4354949731883
5384.2,73.2,30.4,4.8,2.4,0.00237825,266.78,6.09226212,63.94245242,30.7128532,0.226023362,5.118671019,8.5,0.0059030062223555,10849.373245033114,4499.096548073131,1,1129.4354949731883
5384.4,73.4,30.5,4.5,2.41,0.00786825,268.923,6.46841874,63.94245242,30.7128532,0.226023362,5.118671019,8.5,0.005880366065131408,3481.797838146983,4795.308084570056,1,1129.4354949731883
5384.6,73.6,30.6,5.4,2.4,0.00832725,268.78,6.438916260000001,63.94245242,30.7128532,0.226023362,5.118671019,8.5,0.005859081776917926,3274.8751580653884,4790.779814629841,1,1129.4354949731883
5384.8,73.8,30.7,5.8,2.4,0.0087525,268.78,6.608555520000001,63.94245242,30.7128532,0.226023362,5.118671019,8.5,0.005859081776917926,3197.8493367609262,4916.998564929416,1,1129.4354949731883
5385.0,74.0,30.8,4.6,2.4,0.008801999999999999,268.78,6.623306760000001,63.33546968,30.62845396,0.186827435,5.849248927,8.5,0.005859081776917926,3186.963435582823,4927.974180427118,1,1129.4354949731883
5385.2,74.2,30.9,6.1,2.4,0.009216,268.78,6.505296840000001,63.33546968,30.62845396,0.186827435,5.849248927,8.5,0.005859081776917926,2989.5665625,4840.17391351807,1,1129.4354949731883
5385.4,74.4,31.0,5.4,2.4,0.0089235,268.78,6.549550560000001,63.33546968,30.62845396,0.186827435,5.849248927,8.5,0.005859081776917926,3108.564236006052,4873.098224493887,1,1129.4354949731883
5385.6,74.6,31.1,5.3,2.4,0.0095175,268.78,6.64543362,63.33546968,30.62845396,0.186827435,5.849248927,8.5,0.005859081776917926,2957.2225815602837,4944.441290522797,1,1129.4354949731883
5385.8,74.8,31.1,5.0,2.4,0.008264249999999999,268.78,6.46841874,63.33546968,30.62845396,0.186827435,5.849248927,8.5,0.005859081776917926,3314.959716852709,4812.730114210731,1,1129.4354949731883
5386.0,75.0,31.3,7.9,2.4,0.01029825,268.78,6.497921220000001,64.1984121,29.24893891,0.035628165,6.517020827,8.5,0.005859081776917926,2672.357684072537,4834.692470435076,1,1129.4354949731883
5386.2,75.2,31.3,4.2,2.4,0.010197,268.78,6.438916260000001,64.1984121,29.24893891,0.035628165,6.517020827,8.5,0.005859081776917926,2674.385030891439,4790.79056470571,1,1129.4354949731883
5386.4,75.4,31.5,8.6,2.39,0.010944,268.78,6.4167894,64.1984121,29.24893891,0.035628165,6.517020827,8.5,0.005834668936180769,2483.277631578947,4794.307883886886,1,1129.4354949731883
5386.6,75.6,31.6,6.8,2.39,0.009470250000000001,268.78,6.239774520000001,64.1984121,29.24893891,0.035628165,6.517020827,8.5,0.005834668936180769,2790.55783321454,4662.044377176903,1,1129.4354949731883
5386.8,75.8,31.7,4.7,2.39,0.010507500000000001,268.78,6.328281960000001,64.1984121,29.24893891,0.035628165,6.517020827,8.5,0.005834668936180769,2550.7623468950746,4728.177857529643,1,1129.4354949731883
5387.0,76.0,31.8,9.3,2.39,0.01092375,268.78,6.40203816,55.15194671,35.84108729,0.470360971,8.536605035,8.5,0.005834668936180769,2482.161763130793,4783.286514674643,1,1129.4354949731883
5387.2,76.2,31.9,5.0,2.39,0.009639,268.78,6.40203816,55.15194671,35.84108729,0.470360971,8.536605035,8.5,0.005834668936180769,2813.0007843137255,4783.279128040081,1,1129.4354949731883
5387.4,76.4,32.0,4.0,2.39,0.01188675,268.78,6.5274237,55.15194671,35.84108729,0.470360971,8.536605035,8.5,0.005834668936180769,2325.745826235094,4876.972700092637,1,1129.4354949731883
5387.6,76.6,32.1,6.0,2.39,0.011974499999999999,268.78,6.5200480800000005,55.15194671,35.84108729,0.470360971,8.536605035,8.5,0.005834668936180769,2306.09388951522,4871.462578216119,1,1129.4354949731883
5387.8,76.8,32.2,8.0,2.38,0.011724749999999999,268.78,6.505296840000001,55.15194671,35.84108729,0.470360971,8.536605035,8.5,0.00581025609544361,2349.887668393783,4880.861622602391,1,1129.4354949731883
5388.0,77.0,32.3,6.2,2.38,0.0102825,268.78,6.372535680000001,55.8252309,35.9480701,0.377767183,7.848931822,8.5,0.00581025609544361,2624.8055317286658,4781.24528529376,1,1129.4354949731883
5388.2,77.2,32.4,3.6,2.38,0.010314,268.78,6.379911300000001,55.8252309,35.9480701,0.377767183,7.848931822,8.5,0.00581025609544361,2619.8178010471206,4786.779246687258,1,1129.4354949731883
5388.4,77.4,32.5,8.1,2.38,0.0108585,268.78,6.35040882,55.8252309,35.9480701,0.377767183,7.848931822,8.5,0.00581025609544361,2476.939643597182,4764.647256134452,1,1129.4354949731883
5388.6,77.6,32.6,6.6,2.38,0.010979999999999998,268.78,6.33565758,55.8252309,35.9480701,0.377767183,7.848931822,8.5,0.00581025609544361,2443.8409180327876,4753.580394125095,1,1129.4354949731883
5388.8,77.8,32.7,5.5,2.38,0.012692249999999999,268.78,6.394662540000001,55.8252309,35.9480701,0.377767183,7.848931822,8.5,0.00581025609544361,2133.843616380075,4797.860480940044,1,1129.4354949731883
5389.0,78.0,32.9,8.6,2.37,0.010511999999999999,268.78,6.372535680000001,70.98753346,23.62918486,0.147061335,5.236220346,8.5,0.005785843254706453,2567.5002739726033,4801.42038609025,1,1129.4354949731883
5389.2,78.2,32.9,1.9,2.38,0.011686499999999999,268.78,6.46841874,70.98753346,23.62918486,0.147061335,5.236220346,8.5,0.00581025609544361,2344.2139083557954,4853.192501259468,1,1129.4354949731883
5389.4,78.4,33.1,10.2,2.37,0.012298499999999999,268.78,6.431540640000001,70.98753346,23.62918486,0.147061335,5.236220346,8.5,0.005785843254706453,2214.8608562019763,4845.887694074744,1,1129.4354949731883
5389.6,78.6,33.2,7.6,2.37,0.011526749999999999,268.78,6.438916260000001,70.98753346,23.62918486,0.147061335,5.236220346,8.5,0.005785843254706453,2365.8623775131764,4851.440386488506,1,1129.4354949731883
5389.8,78.8,33.3,5.2,2.37,0.004529249999999999,268.78,5.81936418,70.98753346,23.62918486,0.147061335,5.236220346,8.5,0.005785843254706453,5441.677734724293,4384.601270757888,0,11.912269553328606
5390.0,79.0,33.3,4.1,2.37,0.0100035,268.78,6.438916260000001,71.11832555,23.29966783,0.109226794,5.472779831,8.5,0.005785843254706453,2726.116275303644,4851.431628604796,1,1129.4354949731883
5390.2,79.2,33.4,6.3,2.37,0.0108225,268.923,6.5274237,71.11832555,23.29966783,0.109226794,5.472779831,8.5,0.005782766628365741,2554.452224532224,4920.738465405946,1,1129.4354949731883
5390.4,79.4,33.5,3.7,2.37,0.009162,268.78,6.66756048,71.11832555,23.29966783,0.109226794,5.472779831,8.5,0.005785843254706453,3082.195992141453,5023.6978070636,1,1129.4354949731883
5390.6,79.6,33.6,3.5,2.37,0.011223,268.78,6.71918982,71.11832555,23.29966783,0.109226794,5.472779831,8.5,0.005785843254706453,2535.662935044106,5062.609563709223,1,1129.4354949731883
5390.8,79.8,33.6,5.0,2.37,0.01071,268.78,6.549550560000001,71.11832555,23.29966783,0.109226794,5.472779831,8.5,0.005785843254706453,2590.034823529412,4934.792634142358,1,1129.4354949731883
5391.0,80.0,33.7,5.1,2.37,0.010626749999999999,268.78,6.53479932,72.08604013,21.47598142,0.171610016,6.266368434,8.5,0.005785843254706453,2604.446055473217,4923.6778963607385,1,1129.4354949731883
5391.2,80.2,33.8,4.6,2.37,0.011225249999999999,268.78,6.608555520000001,72.08604013,21.47598142,0.171610016,6.266368434,8.5,0.005785843254706453,2493.4122910402893,4979.252633110167,1,1129.4354949731883
5391.4,80.4,33.9,5.8,2.37,0.0118125,268.923,6.64543362,72.08604013,21.47598142,0.171610016,6.266368434,8.5,0.005782766628365741,2382.67648,5009.705535765314,1,1129.4354949731883
5391.6,80.6,34.0,5.9,2.37,0.0108405,268.78,6.6011799,72.08604013,21.47598142,0.171610016,6.266368434,8.5,0.005785843254706453,2579.0266500622665,4973.693291431668,1,1129.4354949731883
5391.8,80.8,34.1,5.8,2.37,0.0095085,268.78,6.438916260000001,72.08604013,21.47598142,0.171610016,6.266368434,8.5,0.005785843254706453,2868.0343019403695,4851.428782615998,1,1129.4354949731883
5392.0,81.0,34.2,3.1,2.37,0.01072125,268.923,6.57167742,75.39893076,19.99963726,0.05203846,4.549393517,8.5,0.005782766628365741,2596.057989506821,4954.098400165039,1,1129.4354949731883
5392.2,81.2,34.3,6.0,2.37,0.011751749999999998,268.78,6.69706296,75.39893076,19.99963726,0.05203846,4.549393517,8.5,0.005785843254706453,2413.6006433084435,5045.941215035638,1,1129.4354949731883
5392.4,81.4,34.3,1.7,2.37,0.012851999999999999,268.78,6.66018486,75.39893076,19.99963726,0.05203846,4.549393517,8.5,0.005785843254706453,2194.8211764705884,5018.161893047433,1,1129.4354949731883
5392.6,81.6,34.4,8.1,2.37,0.01322325,268.78,6.66018486,75.39893076,19.99963726,0.05203846,4.549393517,8.5,0.005785843254706453,2133.2003675344563,5018.164027539032,1,1129.4354949731883
5392.8,81.8,34.5,5.7,2.37,0.011830499999999999,268.78,6.704438580000001,75.39893076,19.99963726,0.05203846,4.549393517,8.5,0.005785843254706453,2400.1749106124007,5051.498797375608,1,1129.4354949731883
5393.0,82.0,34.6,5.0,2.37,0.01211625,268.78,6.689687340000001,76.09655366,18.85710196,0.105358389,4.940985985,8.5,0.005785843254706453,2338.412746518106,5040.386181149273,1,1129.4354949731883
5393.2,82.2,34.7,6.7,2.37,0.012161249999999998,268.78,6.40941378,76.09655366,18.85710196,0.105358389,4.940985985,8.5,0.005785843254706453,2232.1515041628127,4829.215516252595,1,1129.4354949731883
5393.4,82.4,34.8,7.2,2.37,0.012195000000000001,268.923,6.5569261800000005,76.09655366,18.85710196,0.105358389,4.940985985,8.5,0.005782766628365741,2277.204664206642,4942.986701152148,1,1129.4354949731883
5393.6,82.6,35.0,8.3,2.36,0.012055499999999999,268.78,6.46841874,76.09655366,18.85710196,0.105358389,4.940985985,8.5,0.005761430413969293,2272.4611870100784,4894.322803408409,1,1129.4354949731883
5393.8,82.8,35.1,7.1,2.36,0.01231875,268.78,6.4831699799999996,76.09655366,18.85710196,0.105358389,4.940985985,8.5,0.005761430413969293,2228.9706082191783,4905.485670413428,1,1129.4354949731883
5394.0,83.0,35.2,7.0,2.36,0.012048749999999999,268.78,6.46841874,68.50816859,25.52811324,0.108243045,5.85547513,8.5,0.005761430413969293,2273.734274509804,4894.32276459947,1,1129.4354949731883
5394.2,83.2,35.3,7.1,2.36,0.011772,268.78,6.44629188,68.50816859,25.52811324,0.108243045,5.85547513,8.5,0.005761430413969293,2319.227155963303,4877.57914324836,1,1129.4354949731883
5394.4,83.4,35.4,6.0,2.36,0.01229175,268.78,6.6011799,68.50816859,25.52811324,0.108243045,5.85547513,8.5,0.005761430413969293,2274.528720483251,4994.776342829121,1,1129.4354949731883
5394.6,83.6,35.5,6.3,2.35,0.012071249999999999,268.78,6.549550560000001,68.50816859,25.52811324,0.108243045,5.85547513,8.5,0.005737017573232136,2297.9619310344833,4976.798171737459,1,1129.4354949731883
5394.8,83.8,35.6,5.5,2.35,0.011299499999999999,268.78,6.564301800000001,68.50816859,25.52811324,0.108243045,5.85547513,8.5,0.005737017573232136,2460.4406212664285,4988.002583159719,1,1129.4354949731883
5395.0,84.0,35.7,3.4,2.36,0.0114525,268.78,6.615931140000001,71.15500768,22.18652196,0.194983042,6.463487315,8.5,0.005761430413969293,2446.6635442043225,5005.932871040908,1,1129.4354949731883
5395.2,84.2,35.8,5.4,2.35,0.013358249999999999,268.78,6.674936100000001,71.15500768,22.18652196,0.194983042,6.463487315,8.5,0.005737017573232136,2116.3189489641236,5072.080784217269,1,1129.4354949731883
5395.4,84.4,35.9,8.6,2.35,0.013322249999999999,268.78,6.53479932,71.15500768,22.18652196,0.194983042,6.463487315,8.5,0.005737017573232136,2077.486694815065,4965.596515749807,1,1129.4354949731883
5395.6,84.6,36.0,4.9,2.35,0.0127215,268.78,6.51267246,71.15500768,22.18652196,0.194983042,6.463487315,8.5,0.005737017573232136,2168.225709232402,4948.779788888029,1,1129.4354949731883
5395.8,84.8,36.1,7.0,2.35,0.01279575,268.78,6.69706296,71.15500768,22.18652196,0.194983042,6.463487315,8.5,0.005737017573232136,2216.675955688412,5088.890823005372,1,1129.4354949731883
5396.0,85.0,36.2,4.9,2.35,0.01147275,268.78,6.66018486,64.29820589,29.60032923,0.158343906,5.943120974,8.5,0.005737017573232136,2458.6818121200236,5060.861095009688,1,1129.4354949731883
5396.2,85.2,36.3,4.6,2.35,0.012393,268.78,6.54217494,64.29820589,29.60032923,0.158343906,5.943120974,8.5,0.005737017573232136,2235.7810893246187,4971.195597341415,1,1129.4354949731883
5396.4,85.4,36.4,8.5,2.35,0.012761999999999999,268.78,6.564301800000001,64.29820589,29.60032923,0.158343906,5.943120974,8.5,0.005737017573232136,2178.4789844851907,4988.010991762985,1,1129.4354949731883
5396.6,85.6,36.5,5.3,2.35,0.012345749999999999,268.923,6.608555520000001,64.29820589,29.60032923,0.158343906,5.943120974,8.5,0.005733966909982908,2267.110246036086,5024.306785304822,1,1129.4354949731883
5396.8,85.8,36.6,4.6,2.35,0.012384,268.78,6.7118142,64.29820589,29.60032923,0.158343906,5.943120974,8.5,0.005737017573232136,2295.422093023256,5100.097304237666,1,1129.4354949731883
5397.0,86.0,36.7,6.5,2.35,0.0062415,268.923,5.95212534,69.16940666,23.27532544,0.254478298,7.300789607,8.5,0.005733966909982908,4038.9331795241533,4525.212552331311,0,11.912269553328606
5397.2,86.2,36.7,3.2,2.35,0.0118575,268.78,6.638058000000001,69.16940666,23.27532544,0.254478298,7.300789607,8.5,0.005737017573232136,2370.999620493359,5044.050034252881,1,1129.4354949731883
5397.4,86.4,36.8,5.2,2.35,0.013108499999999999,268.78,6.674936100000001,69.16940666,23.27532544,0.254478298,7.300789607,8.5,0.005737017573232136,2156.640164778579,5072.079348286557,1,1129.4354949731883
5397.6,86.6,36.9,6.1,2.35,0.012667499999999998,268.78,6.6011799,69.16940666,23.27532544,0.254478298,7.300789607,8.5,0.005737017573232136,2207.060461811723,5016.032569881654,1,1129.4354949731883
5397.8,86.8,37.0,4.3,2.35,0.01269675,268.78,6.46841874,69.16940666,23.27532544,0.254478298,7.300789607,8.5,0.005737017573232136,2157.690419989367,4915.153100856021,1,1129.4354949731883
5398.0,87.0,37.1,5.3,2.35,0.013092749999999998,268.78,6.689687340000001,73.36784942,20.42345029,0.05544239,6.153257903,8.5,0.005737017573232136,2164.006296614539,5083.28810630989,1,1129.4354949731883
5398.2,87.2,37.2,5.2,2.35,0.0126585,268.923,6.69706296,73.36784942,20.42345029,0.05544239,6.153257903,8.5,0.005733966909982908,2240.710302168504,5091.597455824034,1,1129.4354949731883
5398.4,87.4,37.2,4.5,2.35,0.012573,268.78,6.64543362,73.36784942,20.42345029,0.05544239,6.153257903,8.5,0.005737017573232136,2238.5561059413026,5049.658572289086,1,1129.4354949731883
5398.6,87.6,37.3,5.1,2.35,0.012681,268.78,6.64543362,73.36784942,20.42345029,0.05544239,6.153257903,8.5,0.005737017573232136,2219.491043293116,5049.659193232097,1,1129.4354949731883
5398.8,87.8,37.4,5.2,2.35,0.013198499999999998,268.78,6.53479932,73.36784942,20.42345029,0.05544239,6.153257903,8.5,0.005737017573232136,2096.965346062053,4965.595804252607,1,1129.4354949731883
5399.0,88.0,37.5,5.6,2.35,0.01318725,268.78,6.7118142,70.97234171,24.11327416,0.192485858,4.721898271,8.5,0.005737017573232136,2155.605391571404,5100.101922501307,1,1129.4354949731883
5399.2,88.2,37.6,5.9,2.35,0.0128475,268.78,6.638058000000001,70.97234171,24.11327416,0.192485858,4.721898271,8.5,0.005737017573232136,2188.2956217162873,5044.0557262304765,1,1129.4354949731883
5399.4,88.4,37.7,4.6,2.35,0.0125775,268.78,6.6306823800000005,70.97234171,24.11327416,0.192485858,4.721898271,8.5,0.005737017573232136,2232.7879212880143,5038.44974958419,1,1129.4354949731883
5399.6,88.6,37.7,4.4,2.35,0.012069,266.78,6.792946020000001,70.97234171,24.11327416,0.192485858,4.721898271,8.5,0.005780026926056427,2383.803489932887,5123.335984350281,1,1129.4354949731883
5399.8,88.8,37.8,5.3,2.35,0.012305249999999998,268.78,6.564301800000001,70.97234171,24.11327416,0.192485858,4.721898271,8.5,0.005737017573232136,2259.340427866155,4988.008365691503,1,1129.4354949731883
5400.0,89.0,37.9,4.8,2.35,0.01256175,268.78,6.704438580000001,64.6176215,29.85530221,0.072692086,5.4543842,8.5,0.005737017573232136,2260.454895217625,5094.49390191761,1,1129.4354949731883
5400.2,89.2,38.0,3.9,2.35,0.01251675,268.78,6.72656544,64.6176215,29.85530221,0.072692086,5.4543842,8.5,0.005737017573232136,2276.0687111270895,5111.306916057638,1,1129.4354949731883
5400.4,89.4,38.0,3.2,2.35,0.012483,268.78,6.69706296,64.6176215,29.85530221,0.072692086,5.4543842,8.5,0.005737017573232136,2272.2127180966118,5088.889024857904,1,1129.4354949731883
5400.6,89.6,38.1,4.6,2.35,0.012890249999999999,268.923,6.6306823800000005,64.6176215,29.85530221,0.072692086,5.4543842,8.5,0.005733966909982908,2178.614850759295,5041.132133985436,1,1129.4354949731883
5400.8,89.8,38.2,6.6,2.35,0.013124249999999999,268.78,6.564301800000001,64.6176215,29.85530221,0.072692086,5.4543842,8.5,0.005737017573232136,2118.3495285444887,4988.013074509333,1,1129.4354949731883
5401.0,90.0,38.3,4.9,2.35,0.01275075,268.78,6.54217494,65.96770132,29.20089299,0.05046434,4.780941342,8.5,0.005737017573232136,2173.0513922710425,4971.197654215138,1,1129.4354949731883
5401.2,90.2,38.4,6.0,2.35,0.01339875,268.78,6.46841874,65.96770132,29.20089299,0.05046434,4.780941342,8.5,0.005737017573232136,2044.6426599496222,4915.15713698559,1,1129.4354949731883
5401.4,90.4,38.5,6.0,2.35,0.012285,268.923,6.438916260000001,65.96770132,29.20089299,0.05046434,4.780941342,8.5,0.005733966909982908,2219.8375384615388,4895.336097311868,1,1129.4354949731883
