Depth,Interval,Drilling_time,Drilling_hour,ROP,WOB,RPM_Table,RPM_Motor,RPM_Total,TQ_Table,PP,Density,CH%,C1,C2,C3
5355.6,44.6,17.8,5.6,2.5,58.83,60,207.922,267.922,6.52,17,1.44,0.0128,0.0104,0.001,0.0014
5355.8,44.8,18,6.8,2.49,53.9,60,207.922,267.922,6.48,17,1.44,0.0155,0.0125,0.0012,0.0018
5356,45,18,5.2,2.49,49.12,60,207.922,267.922,6.53,17,1.44,0.0102,0.0082,0.0009,0.0011
5356.2,45.2,18.1,5.3,2.49,48.26,60,207.922,267.922,6.48,17,1.44,0.0096,0.0075,0.0008,0.0013
5356.4,45.4,18.2,3.2,2.5,51.46,60,207.922,267.922,6.69,17,1.44,0.0097,0.0078,0.0009,0.001
5356.6,45.6,18.3,4,2.5,56.09,60,207.922,267.922,6.69,17,1.44,0.0101,0.0083,0.0007,0.0011
5356.8,45.8,18.3,5.6,2.5,57.43,60,207.922,267.922,6.39,16,1.44,0.0104,0.0085,0.0008,0.0011
5357,46,18.5,8.7,2.49,58.39,60,207.922,267.922,6.55,17,1.44,0.0105,0.0086,0.0008,0.0011
5357.2,46.2,18.6,4.2,2.49,52.78,60,207.922,267.922,6.59,17,1.44,0.0106,0.0086,0.0009,0.0011
5357.4,46.4,18.6,3.9,2.49,51.75,60,207.922,267.922,6.56,16,1.44,0.0102,0.0084,0.0007,0.0011
5357.6,46.6,18.7,3.3,2.49,55.65,60,208.065,268.065,6.55,16,1.44,0.0105,0.0086,0.0008,0.0011
5357.8,46.8,18.8,5.1,2.49,61.11,60,207.922,267.922,6.42,16,1.44,0.0103,0.0084,0.0008,0.0011
5358,47,18.9,5.9,2.49,62.11,60,207.922,267.922,6.56,16,1.44,0.0107,0.0086,0.0009,0.0012
5358.2,47.2,19,6.7,2.49,57.52,60,207.922,267.922,6.62,17,1.44,0.0109,0.009,0.0008,0.0011
5358.4,47.4,19.1,5.4,2.49,55.16,60,207.922,267.922,6.42,16,1.44,0.0116,0.0095,0.0009,0.0012
5358.6,47.6,19.2,6.2,2.48,57.57,60,207.922,267.922,6.65,16,1.44,0.0122,0.01,0.0008,0.0014
5358.8,47.8,19.3,7.8,2.48,16.96,51,183.898,234.898,5.36,13,1.44,0.0137,0.0114,0.001,0.0013
5359,48,19.4,4.6,2.48,44.8,60,208.923,268.923,6.47,16,1.44,0.0108,0.009,0.0008,0.001
5359.2,48.2,19.5,8.6,2.47,50.55,60,208.923,268.923,6.42,16,1.44,0.0179,0.0129,0.0017,0.0033
5359.4,48.4,19.6,5.8,2.47,48.21,60,208.78,268.78,6.66,17,1.44,0.0167,0.0122,0.0015,0.003
5359.6,48.6,19.7,5.2,2.47,49.38,60,208.923,268.923,6.64,17,1.44,0.0147,0.0118,0.0012,0.0017
5359.8,48.8,19.8,5.4,2.47,48.74,60,208.923,268.923,6.74,17,1.44,0.0111,0.0091,0.0009,0.0011
5360,49,19.9,6.6,2.46,49.5,60,208.78,268.78,6.49,16,1.44,0.0111,0.0092,0.0008,0.0011
5360.2,49.2,20,5.2,2.46,50.31,60,208.923,268.923,6.63,17,1.44,0.0106,0.0089,0.0007,0.001
5360.4,49.4,20.1,7.8,2.46,49.7,60,208.78,268.78,6.43,16,1.44,0.0104,0.0087,0.0007,0.001
5360.6,49.6,20.2,6.6,2.45,46.46,60,208.923,268.923,6.56,16,1.44,0.0106,0.0088,0.0008,0.001
5360.8,49.8,20.3,4.6,2.45,46.85,60,208.923,268.923,6.69,16,1.44,0.0103,0.0087,0.0007,0.0009
5361,50,20.4,4.2,2.45,46.21,60,208.78,268.78,6.81,17,1.44,0.0107,0.009,0.0007,0.001
5361.2,50.2,20.5,4.7,2.45,45.37,60,208.78,268.78,6.64,16,1.44,0.0108,0.009,0.0008,0.001
5361.4,50.4,20.6,7.8,2.45,46.49,60,208.78,268.78,6.49,16,1.44,0.0098,0.0082,0.0007,0.0009
5361.6,50.6,20.7,5.1,2.45,44.01,60,208.78,268.78,6.55,16,1.44,0.0099,0.0082,0.0008,0.0009
5361.8,50.8,20.8,7.1,2.44,47.48,60,208.923,268.923,6.51,16,1.44,0.0105,0.0089,0.0007,0.0009
5362,51,20.9,4.2,2.45,44.47,60,208.78,268.78,6.59,16,1.44,0.0106,0.0089,0.0007,0.001
5362.2,51.2,21,7,2.44,46.73,60,208.923,268.923,6.5,16,1.44,0,0,0,0
5362.4,51.4,21.1,5.2,2.44,46.2,60,208.78,268.78,6.6,16,1.44,0,0,0,0
5362.6,51.6,21.1,5.2,2.44,45.67,60,208.78,268.78,6.57,16,1.44,0,0,0,0
5362.8,51.8,21.3,8.1,2.43,46.39,60,208.78,268.78,6.39,16,1.44,0,0,0,0
5363,52,21.4,5.6,2.43,48.73,60,208.923,268.923,6.69,16,1.44,0,0,0,0
5363.2,52.2,21.5,7.2,2.43,45.21,60,208.923,268.923,6.52,16,1.44,0,0,0,0
5363.4,52.4,21.6,5.2,2.43,44.88,60,208.923,268.923,6.58,16,1.44,0,0,0,0
5363.6,52.6,21.7,5.1,2.43,48.62,60,208.78,268.78,6.58,16,1.44,0,0,0,0
5363.8,52.8,21.8,6.3,2.43,49.23,60,208.923,268.923,6.63,16,1.44,0,0,0,0
5364,53,21.9,5.7,2.42,46.91,59,208.78,267.78,6.79,16,1.44,0,0,0,0
5364.2,53.2,21.9,4.1,2.43,45.98,60,208.78,268.78,6.59,16,1.44,0,0,0,0
5364.4,53.4,22,5.1,2.43,47.81,60,208.78,268.78,6.69,16,1.44,0,0,0,0
5364.6,53.6,22.1,6.3,2.42,49.2,60,208.78,268.78,6.42,16,1.44,0,0,0,0
5364.8,53.8,22.2,5.6,2.42,44.74,60,208.78,268.78,6.73,16,1.44,0,0,0,0
5365,54,22.3,4.4,2.42,47.21,60,208.78,268.78,6.74,16,1.44,0,0,0,0
5365.2,54.2,22.3,2.4,2.43,6.27,6,21.736,27.736,0.68,1,1.4,0.0148,0.0111,0.001,0.0027
5365.4,54.4,22.4,3.3,2.43,58.6,60,208.923,268.923,6.71,17,1.44,0.0158,0.0121,0.001,0.0027
5365.6,54.6,22.5,5.3,2.43,61.3,60,208.923,268.923,6.57,17,1.44,0.0206,0.0156,0.0021,0.0029
5365.8,54.8,22.5,3.4,2.43,62.36,60,208.78,268.78,6.74,17,1.44,0.0178,0.0138,0.0015,0.0025
5366,55,22.6,4.7,2.43,53,60,208.78,268.78,8.43,17,1.44,0.0178,0.0138,0.0015,0.0025
5366.2,55.2,22.7,3.6,2.43,54.27,60,208.78,268.78,9,17,1.44,0.0135,0.011,0.001,0.0015
5366.4,55.4,22.7,3.9,2.44,56.14,60,208.923,268.923,8.99,17,1.44,0.0131,0.0107,0.001,0.0014
5366.6,55.6,22.8,5.4,2.44,56.27,60,208.78,268.78,9.01,17,1.44,0.0131,0.0107,0.001,0.0014
5366.8,55.8,22.9,4.5,2.44,56.48,60,208.78,268.78,9.07,17,1.44,0.0121,0.0099,0.001,0.0012
5367,56,23,5.2,2.44,56.11,60,208.78,268.78,8.91,17,1.44,0.0092,0.0084,0.0008,0
5367.2,56.2,23,3.9,2.44,51.95,60,208.923,268.923,8.93,17,1.44,0.0103,0.0086,0.0008,0.0009
5367.4,56.4,23.2,6.3,2.44,55.15,60,208.78,268.78,8.92,17,1.44,0.0103,0.0086,0.0008,0.0009
5367.6,56.6,23.2,3.9,2.44,52.07,60,208.78,268.78,8.9,17,1.44,0.008,0.0072,0.0008,0
5367.8,56.8,23.3,5.4,2.44,56.57,60,208.78,268.78,9.02,17,1.44,0.009,0.0074,0.0008,0.0008
5368,57,23.4,5.7,2.44,53.68,60,208.923,268.923,8.91,17,1.44,0.0095,0.0079,0.0008,0.0008
5368.2,57.2,23.5,5.9,2.43,52.18,60,208.78,268.78,8.92,17,1.44,0.0097,0.0079,0.0008,0.001
5368.4,57.4,23.6,4.3,2.43,51.93,60,208.78,268.78,8.98,17,1.44,0.0097,0.0079,0.0008,0.001
5368.6,57.6,23.7,5,2.43,50.01,60,208.78,268.78,8.9,17,1.44,0.0098,0.008,0.0008,0.001
5368.8,57.8,23.7,4.8,2.44,51.82,60,208.923,268.923,9.05,17,1.44,0.0099,0.008,0.0008,0.0011
5369,58,23.8,5,2.43,50.83,60,208.78,268.78,8.83,17,1.44,0.0098,0.0079,0.0008,0.0011
5369.2,58.2,23.9,6.8,2.43,53.79,60,208.923,268.923,8.79,17,1.44,0.0103,0.0083,0.0008,0.0012
5369.4,58.4,24,4.9,2.43,52.9,60,208.78,268.78,8.94,17,1.44,0.0106,0.0086,0.0008,0.0012
5369.6,58.6,24.1,7.8,2.43,44.32,60,208.78,268.78,8.85,17,1.44,0.0114,0.0093,0.0008,0.0013
5369.8,58.8,24.2,1.8,2.43,44.07,59,208.923,267.923,9.1,16,1.44,0.0116,0.0095,0.0008,0.0013
5370,59,24.2,3.6,2.43,47.52,59,208.78,267.78,9.18,16,1.44,0.0118,0.0096,0.0008,0.0014
5370.2,59.2,24.3,3.4,2.44,46.66,59,208.78,267.78,9.19,16,1.44,0.0122,0.01,0.0008,0.0014
5370.4,59.4,24.3,2.6,2.44,52.21,60,208.78,268.78,9.07,16,1.44,0.0125,0.0103,0.0008,0.0014
5370.6,59.6,24.4,6.3,2.44,36.38,51,195.195,246.195,7.49,14,1.44,0.0131,0.0108,0.0008,0.0015
5370.8,59.8,24.6,9.1,2.43,29.4,54,208.923,262.923,8.31,16,1.44,0.0126,0.0104,0.0008,0.0014
5371,60,24.6,2.8,2.44,34.41,54,208.78,262.78,8.62,16,1.44,0.0123,0.0101,0.0008,0.0014
5371.2,60.2,24.7,3.7,2.44,38.18,54,208.923,262.923,8.9,16,1.44,0.0127,0.0105,0.0008,0.0014
5371.4,60.4,24.8,4.6,2.44,40.49,54,208.923,262.923,8.9,16,1.44,0.0132,0.0107,0.001,0.0015
5371.6,60.6,24.8,4.3,2.44,38.14,54,208.923,262.923,8.53,16,1.44,0.0132,0.0107,0.001,0.0015
5371.8,60.8,24.9,4.3,2.44,40.03,54,208.78,262.78,8.85,16,1.44,0.013,0.0106,0.0009,0.0015
5372,61,25,4.3,2.44,40.56,54,208.78,262.78,8.87,16,1.44,0.013,0.0106,0.0009,0.0015
5372.2,61.2,25.1,5,2.44,40.62,54,208.923,262.923,8.59,16,1.44,0.0129,0.0105,0.0009,0.0015
5372.4,61.4,25.2,7.9,2.44,40.27,54,208.78,262.78,8.78,16,1.44,0.0129,0.0106,0.0009,0.0014
5372.6,61.6,25.3,4.2,2.44,31.13,54,208.78,262.78,8.45,16,1.44,0.0126,0.0104,0.0009,0.0013
5372.8,61.8,25.3,4.3,2.44,36.5,54,208.923,262.923,8.77,16,1.44,0.0125,0.0102,0.0009,0.0014
5373,62,25.4,5.4,2.44,35.59,54,208.923,262.923,8.52,16,1.44,0.0121,0.01,0.0008,0.0013
5373.2,62.2,25.5,5.4,2.44,35.86,54,208.923,262.923,8.74,16,1.44,0.0117,0.0097,0.0008,0.0012
5373.4,62.4,25.6,3.5,2.44,32.22,54,208.78,262.78,8.72,16,1.44,0.0114,0.0094,0.0008,0.0012
5373.6,62.6,25.7,5.7,2.44,34.74,54,208.78,262.78,8.68,16,1.44,0.0116,0.0096,0.0008,0.0012
5373.8,62.8,25.7,3.6,2.44,36.85,54,208.923,262.923,8.5,16,1.44,0.0115,0.0095,0.0008,0.0012
5374,63,25.8,6.5,2.44,37.67,54,208.78,262.78,8.76,16,1.44,0.0119,0.0099,0.0008,0.0012
5374.2,63.2,25.9,4.9,2.44,37.63,54,208.78,262.78,8.76,16,1.44,0.0113,0.0094,0.0008,0.0011
5374.4,63.4,26,5.1,2.44,36.65,54,208.78,262.78,8.69,16,1.44,0.0112,0.0093,0.0008,0.0011
5374.6,63.6,26.1,5.7,2.44,37.22,54,208.78,262.78,8.49,16,1.44,0.0112,0.0093,0.0008,0.0011
5374.8,63.8,26.2,5.3,2.44,36.33,54,208.78,262.78,8.81,16,1.44,0.0114,0.0094,0.0008,0.0012
5375,64,26.3,6.2,2.43,37.79,54,208.78,262.78,8.65,16,1.44,0.0128,0.0106,0.0008,0.0014
5375.2,64.2,26.4,4.4,2.44,33.45,54,208.923,262.923,8.86,16,1.44,0,0,0,0
5375.4,64.4,26.4,4.4,2.44,34.12,54,208.78,262.78,8.9,17,1.44,0,0,0,0
5375.6,64.6,26.5,3.6,2.44,37.98,54,208.78,262.78,8.77,16,1.44,0,0,0,0
5375.8,64.8,26.6,5.4,2.44,40.62,54,208.78,262.78,8.61,16,1.44,0,0,0,0
5376,65,26.7,6,2.44,44.3,54,208.78,262.78,8.68,16,1.44,0,0,0,0
5376.2,65.2,26.8,7,2.43,44.34,54,208.923,262.923,8.66,16,1.44,0,0,0,0
5376.4,65.4,26.9,6.9,2.43,42,54,208.78,262.78,8.6,16,1.44,0,0,0,0
5376.6,65.6,27,4.6,2.43,41.93,54,208.78,262.78,8.63,16,1.44,0,0,0,0
5376.8,65.8,27.1,5,2.43,45.17,54,208.78,262.78,8.67,16,1.44,0,0,0,0
5377,66,27.2,6.9,2.43,42.25,54,208.78,262.78,8.85,17,1.44,0.0112,0.0092,0.0008,0.0012
5377.2,66.2,27.3,4.1,2.43,33.75,54,208.923,262.923,8.61,16,1.44,0.0109,0.0089,0.0008,0.0012
5377.4,66.4,27.4,5.9,2.43,40.32,54,208.78,262.78,8.59,16,1.44,0.0113,0.0093,0.0008,0.0012
5377.6,66.6,27.5,6.3,2.43,36.62,54,208.78,262.78,8.59,16,1.44,0.0113,0.0093,0.0008,0.0012
5377.8,66.8,27.6,5.9,2.42,33.82,54,208.78,262.78,8.68,16,1.44,0.0113,0.0093,0.0008,0.0012
5378,67,27.7,7.7,2.42,-0.69,34,155.298,189.298,4.99,11,1.43,0.0129,0.0108,0.0008,0.0013
5378.2,67.2,27.7,5.2,2.43,-9.21,58,208.923,266.923,7.58,15,1.44,0.0123,0.0103,0.0008,0.0012
5378.4,67.4,27.7,3.7,2.43,17.75,58,208.78,266.78,8.15,15,1.44,0.0121,0.0101,0.0008,0.0012
5378.6,67.6,27.8,3.2,2.43,42.13,58,208.78,266.78,8.77,16,1.44,0.0121,0.01,0.0009,0.0012
5378.8,67.8,27.9,4,2.43,40.11,58,208.923,266.923,8.8,16,1.44,0.0121,0.01,0.0009,0.0012
5379,68,28,4.6,2.43,39.81,58,208.78,266.78,8.92,17,1.44,0.0119,0.0098,0.0009,0.0012
5379.2,68.2,28.1,4.8,2.43,41.84,58,208.78,266.78,9.05,17,1.44,0.0121,0.0101,0.0008,0.0012
5379.4,68.4,28.2,5.3,2.43,41.47,58,208.78,266.78,8.95,17,1.44,0.0119,0.0099,0.0008,0.0012
5379.6,68.6,28.3,5.5,2.43,41.08,58,208.78,266.78,8.83,17,1.44,0.0117,0.0097,0.0008,0.0012
5379.8,68.8,28.3,4.4,2.43,38.66,58,208.78,266.78,8.87,16,1.44,0.0139,0.0115,0.0008,0.0016
5380,69,28.5,7.6,2.42,41.74,58,208.78,266.78,8.86,16,1.44,0.0152,0.0121,0.0013,0.0018
5380.2,69.2,28.6,7.3,2.42,39.12,58,208.78,266.78,8.93,17,1.44,0.0125,0.0104,0.0008,0.0013
5380.4,69.4,28.7,3.9,2.42,39.73,58,208.78,266.78,8.93,17,1.44,0.0117,0.0098,0.0008,0.0011
5380.6,69.6,28.8,6.5,2.42,36.91,58,208.78,266.78,8.9,17,1.44,0.012,0.0099,0.001,0.0011
5380.8,69.8,28.8,4.9,2.42,41.44,58,208.78,266.78,9.01,17,1.44,0.0116,0.0096,0.0009,0.0011
5381,70,29,6.5,2.42,40.67,58,208.78,266.78,8.92,17,1.44,0.0117,0.0097,0.0009,0.0011
5381.2,70.2,29.1,6.3,2.42,41.3,58,208.78,266.78,8.97,17,1.44,0.0119,0.0099,0.001,0.001
5381.4,70.4,29.2,6.2,2.41,41.63,58,208.78,266.78,9.05,17,1.44,0.0122,0.0102,0.0009,0.0011
5381.6,70.6,29.3,6.8,2.41,42,58,208.78,266.78,9.1,17,1.44,0.012,0.01,0.0009,0.0011
5381.8,70.8,29.4,5.2,2.41,42.8,58,208.78,266.78,8.94,17,1.44,0.0121,0.0101,0.0009,0.0011
5382,71,29.5,6.6,2.41,45.51,58,208.78,266.78,9.06,17,1.44,0.0121,0.0101,0.0009,0.0011
5382.2,71.2,29.6,7.3,2.41,14.54,58,208.78,266.78,8.17,16,1.44,0.0125,0.0103,0.0011,0.0011
5382.4,71.4,29.7,3.9,2.41,39.03,58,208.78,266.78,9.1,17,1.44,0.0125,0.0103,0.0011,0.0011
5382.6,71.6,29.7,4.8,2.41,37.46,58,208.78,266.78,9.04,17,1.44,0.0126,0.0104,0.0011,0.0011
5382.8,71.8,29.8,5,2.41,40.83,58,208.78,266.78,9,17,1.44,0.0128,0.0105,0.0011,0.0012
5383,72,29.9,4.5,2.41,38.59,58,208.78,266.78,9.04,17,1.44,0.0128,0.0105,0.0011,0.0012
5383.2,72.2,30,6.1,2.41,42.05,58,208.78,266.78,9.04,16,1.44,0.0125,0.0103,0.0011,0.0011
5383.4,72.4,30.1,5.2,2.41,40.77,58,208.78,266.78,9.03,17,1.44,0.0122,0.0102,0.0009,0.0011
5383.6,72.6,30.2,5.6,2.41,40.64,58,208.78,266.78,9.03,17,1.44,0.0122,0.0102,0.0009,0.0011
5383.8,72.8,30.3,6,2.4,37.93,58,208.78,266.78,8.89,16,1.44,0.012,0.01,0.0009,0.0011
5384,73,30.4,5,2.4,39.68,58,208.78,266.78,9.1,17,1.44,0.0118,0.0097,0.001,0.0011
5384.2,73.2,30.4,4.8,2.4,10.57,58,208.78,266.78,8.26,16,1.44,0.0126,0.0105,0.001,0.0011
5384.4,73.4,30.5,4.5,2.41,34.97,60,208.923,268.923,8.77,16,1.44,0.0127,0.0105,0.0011,0.0011
5384.6,73.6,30.6,5.4,2.4,37.01,60,208.78,268.78,8.73,16,1.44,0.0124,0.0102,0.0011,0.0011
5384.8,73.8,30.7,5.8,2.4,38.9,60,208.78,268.78,8.96,16,1.44,0.0124,0.0102,0.0011,0.0011
5385,74,30.8,4.6,2.4,39.12,60,208.78,268.78,8.98,17,1.44,0.0122,0.0101,0.001,0.0011
5385.2,74.2,30.9,6.1,2.4,40.96,60,208.78,268.78,8.82,16,1.44,0.0119,0.0099,0.001,0.001
5385.4,74.4,31,5.4,2.4,39.66,60,208.78,268.78,8.88,16,1.44,0.0122,0.0101,0.0011,0.001
5385.6,74.6,31.1,5.3,2.4,42.3,60,208.78,268.78,9.01,17,1.44,0.0123,0.0102,0.0011,0.001
5385.8,74.8,31.1,5,2.4,36.73,60,208.78,268.78,8.77,16,1.44,0.0122,0.0102,0.0009,0.0011
5386,75,31.3,7.9,2.4,45.77,60,208.78,268.78,8.81,16,1.44,0.0118,0.01,0.0008,0.001
5386.2,75.2,31.3,4.2,2.4,45.32,60,208.78,268.78,8.73,16,1.44,0.0121,0.0101,0.0009,0.0011
5386.4,75.4,31.5,8.6,2.39,48.64,60,208.78,268.78,8.7,16,1.44,0.0122,0.01,0.0011,0.0011
5386.6,75.6,31.6,6.8,2.39,42.09,60,208.78,268.78,8.46,16,1.44,0.0119,0.01,0.0009,0.001
5386.8,75.8,31.7,4.7,2.39,46.7,60,208.78,268.78,8.58,16,1.44,0.0117,0.0098,0.0009,0.001
5387,76,31.8,9.3,2.39,48.55,60,208.78,268.78,8.68,16,1.44,0.0118,0.01,0.0008,0.001
5387.2,76.2,31.9,5,2.39,42.84,60,208.78,268.78,8.68,16,1.44,0.0141,0.0118,0.0009,0.0014
5387.4,76.4,32,4,2.39,52.83,60,208.78,268.78,8.85,17,1.44,0.0119,0.0101,0.0008,0.001
5387.6,76.6,32.1,6,2.39,53.22,60,208.78,268.78,8.84,17,1.44,0.0117,0.0099,0.0009,0.0009
5387.8,76.8,32.2,8,2.38,52.11,60,208.78,268.78,8.82,17,1.44,0.0122,0.0101,0.0009,0.0012
5388,77,32.3,6.2,2.38,45.7,60,208.78,268.78,8.64,17,1.44,0.0123,0.0105,0.0008,0.001
5388.2,77.2,32.4,3.6,2.38,45.84,60,208.78,268.78,8.65,16,1.44,0.0123,0.0103,0.0009,0.0011
5388.4,77.4,32.5,8.1,2.38,48.26,60,208.78,268.78,8.61,16,1.44,0.0119,0.0101,0.0008,0.001
5388.6,77.6,32.6,6.6,2.38,48.8,60,208.78,268.78,8.59,16,1.44,0.0122,0.0102,0.0008,0.0012
5388.8,77.8,32.7,5.5,2.38,56.41,60,208.78,268.78,8.67,16,1.44,0.0121,0.0103,0.0007,0.0011
5389,78,32.9,8.6,2.37,46.72,60,208.78,268.78,8.64,16,1.44,0.0122,0.0102,0.0008,0.0012
5389.2,78.2,32.9,1.9,2.38,51.94,60,208.78,268.78,8.77,16,1.44,0.0121,0.0103,0.0007,0.0011
5389.4,78.4,33.1,10.2,2.37,54.66,60,208.78,268.78,8.72,16,1.44,0.0119,0.0102,0.0008,0.0009
5389.6,78.6,33.2,7.6,2.37,51.23,60,208.78,268.78,8.73,16,1.44,0.0121,0.0103,0.0009,0.0009
5389.8,78.8,33.3,5.2,2.37,20.13,60,208.78,268.78,7.89,15,1.44,0.0128,0.0106,0.0012,0.001
5390,79,33.3,4.1,2.37,44.46,60,208.78,268.78,8.73,16,1.44,0.0128,0.0106,0.0012,0.001
5390.2,79.2,33.4,6.3,2.37,48.1,60,208.923,268.923,8.85,16,1.44,0.0123,0.0102,0.0011,0.001
5390.4,79.4,33.5,3.7,2.37,40.72,60,208.78,268.78,9.04,16,1.44,0.0122,0.0101,0.0011,0.001
5390.6,79.6,33.6,3.5,2.37,49.88,60,208.78,268.78,9.11,16,1.44,0.0125,0.0104,0.0012,0.0009
5390.8,79.8,33.6,5,2.37,47.6,60,208.78,268.78,8.88,16,1.44,0.0122,0.0103,0.0009,0.001
5391,80,33.7,5.1,2.37,47.23,60,208.78,268.78,8.86,16,1.44,0.0125,0.0104,0.0011,0.001
5391.2,80.2,33.8,4.6,2.37,49.89,60,208.78,268.78,8.96,16,1.44,0.0126,0.0104,0.0012,0.001
5391.4,80.4,33.9,5.8,2.37,52.5,60,208.923,268.923,9.01,16,1.44,0.0127,0.0105,0.0012,0.001
5391.6,80.6,34,5.9,2.37,48.18,60,208.78,268.78,8.95,16,1.44,0.0129,0.0107,0.0012,0.001
5391.8,80.8,34.1,5.8,2.37,42.26,60,208.78,268.78,8.73,16,1.44,0.0127,0.0106,0.0011,0.001
5392,81,34.2,3.1,2.37,47.65,60,208.923,268.923,8.91,16,1.44,0.0121,0.0101,0.001,0.001
5392.2,81.2,34.3,6,2.37,52.23,60,208.78,268.78,9.08,16,1.44,0.0124,0.0102,0.0012,0.001
5392.4,81.4,34.3,1.7,2.37,57.12,60,208.78,268.78,9.03,16,1.44,0.0122,0.0101,0.0012,0.0009
5392.6,81.6,34.4,8.1,2.37,58.77,60,208.78,268.78,9.03,16,1.44,0.0125,0.0103,0.0012,0.001
5392.8,81.8,34.5,5.7,2.37,52.58,60,208.78,268.78,9.09,16,1.44,0.0123,0.0102,0.0012,0.0009
5393,82,34.6,5,2.37,53.85,60,208.78,268.78,9.07,16,1.44,0.0121,0.0101,0.0011,0.0009
5393.2,82.2,34.7,6.7,2.37,54.05,60,208.78,268.78,8.69,16,1.44,0.0119,0.01,0.001,0.0009
5393.4,82.4,34.8,7.2,2.37,54.2,60,208.923,268.923,8.89,16,1.44,0.0114,0.0096,0.0009,0.0009
5393.6,82.6,35,8.3,2.36,53.58,60,208.78,268.78,8.77,16,1.44,0.0118,0.0098,0.0011,0.0009
5393.8,82.8,35.1,7.1,2.36,54.75,60,208.78,268.78,8.79,16,1.44,0.0121,0.01,0.001,0.0011
5394,83,35.2,7,2.36,53.55,60,208.78,268.78,8.77,16,1.44,0.0121,0.0101,0.0011,0.0009
5394.2,83.2,35.3,7.1,2.36,52.32,60,208.78,268.78,8.74,16,1.44,0.0159,0.0129,0.0016,0.0014
5394.4,83.4,35.4,6,2.36,54.63,60,208.78,268.78,8.95,16,1.44,0.0134,0.0112,0.0011,0.0011
5394.6,83.6,35.5,6.3,2.35,53.65,60,208.78,268.78,8.88,16,1.44,0.0123,0.0102,0.0011,0.001
5394.8,83.8,35.6,5.5,2.35,50.22,60,208.78,268.78,8.9,16,1.44,0.0122,0.0102,0.001,0.001
5395,84,35.7,3.4,2.36,50.9,60,208.78,268.78,8.97,16,1.44,0.0122,0.0102,0.001,0.001
5395.2,84.2,35.8,5.4,2.35,59.37,60,208.78,268.78,9.05,17,1.44,0.0125,0.0104,0.0011,0.001
5395.4,84.4,35.9,8.6,2.35,59.21,60,208.78,268.78,8.86,16,1.44,0.0124,0.0104,0.0011,0.0009
5395.6,84.6,36,4.9,2.35,56.54,60,208.78,268.78,8.83,16,1.44,0.012,0.0101,0.001,0.0009
5395.8,84.8,36.1,7,2.35,56.87,60,208.78,268.78,9.08,17,1.44,0.0122,0.0102,0.001,0.001
5396,85,36.2,4.9,2.35,50.99,60,208.78,268.78,9.03,16,1.44,0.0124,0.0103,0.0012,0.0009
5396.2,85.2,36.3,4.6,2.35,55.08,60,208.78,268.78,8.87,16,1.44,0.0125,0.0105,0.0011,0.0009
5396.4,85.4,36.4,8.5,2.35,56.72,60,208.78,268.78,8.9,16,1.44,0.0132,0.0108,0.0013,0.0011
5396.6,85.6,36.5,5.3,2.35,54.87,60,208.923,268.923,8.96,16,1.44,0.0133,0.0109,0.0013,0.0011
5396.8,85.8,36.6,4.6,2.35,55.04,60,208.78,268.78,9.1,17,1.44,0.0135,0.0111,0.0013,0.0011
5397,86,36.7,6.5,2.35,27.74,60,208.923,268.923,8.07,16,1.44,0.0139,0.0114,0.0014,0.0011
5397.2,86.2,36.7,3.2,2.35,52.7,60,208.78,268.78,9,16,1.44,0.0139,0.0115,0.0014,0.001
5397.4,86.4,36.8,5.2,2.35,58.26,60,208.78,268.78,9.05,16,1.44,0.0141,0.0117,0.0014,0.001
5397.6,86.6,36.9,6.1,2.35,56.3,60,208.78,268.78,8.95,16,1.44,0.0141,0.0115,0.0015,0.0011
5397.8,86.8,37,4.3,2.35,56.43,60,208.78,268.78,8.77,16,1.44,0.0128,0.0107,0.0012,0.0009
5398,87,37.1,5.3,2.35,58.19,60,208.78,268.78,9.07,16,1.44,0.0129,0.0106,0.0013,0.001
5398.2,87.2,37.2,5.2,2.35,56.26,60,208.923,268.923,9.08,16,1.44,0.013,0.0108,0.0013,0.0009
5398.4,87.4,37.2,4.5,2.35,55.88,60,208.78,268.78,9.01,16,1.44,0.0129,0.0107,0.0013,0.0009
5398.6,87.6,37.3,5.1,2.35,56.36,60,208.78,268.78,9.01,16,1.44,0.013,0.0108,0.0013,0.0009
5398.8,87.8,37.4,5.2,2.35,58.66,60,208.78,268.78,8.86,16,1.44,0.0132,0.0109,0.0013,0.001
5399,88,37.5,5.6,2.35,58.61,60,208.78,268.78,9.1,16,1.44,0.0132,0.0109,0.0013,0.001
5399.2,88.2,37.6,5.9,2.35,57.1,60,208.78,268.78,9,16,1.44,0.0138,0.0113,0.0015,0.001
5399.4,88.4,37.7,4.6,2.35,55.9,60,208.78,268.78,8.99,16,1.44,0.0138,0.0113,0.0015,0.001
5399.6,88.6,37.7,4.4,2.35,53.64,58,208.78,266.78,9.21,17,1.44,0.0134,0.011,0.0014,0.001
5399.8,88.8,37.8,5.3,2.35,54.69,60,208.78,268.78,8.9,16,1.44,0.0133,0.011,0.0014,0.0009
5400,89,37.9,4.8,2.35,55.83,60,208.78,268.78,9.09,16,1.44,0.0128,0.0106,0.0013,0.0009
5400.2,89.2,38,3.9,2.35,55.63,60,208.78,268.78,9.12,16,1.44,0.013,0.0108,0.0013,0.0009
